[3509, 2482]
[folio, [906.0, 219.0, 433.0, 52.5], UyPle3jhW2, 5692048]
[paragraph, [230.0, 351.0, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 403.5, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 456.0, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 508.5, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 561.0, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 613.5, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 666.0, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 718.5, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 771.0, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 823.5, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [230.0, 876.0, 1752.0, 52.5], shoonya_4sPPJ9O9PWV32L, 5692048]
[paragraph, [241.0, 971.0, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [241.0, 1023.5, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [241.0, 1076.0, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [241.0, 1128.5, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [241.0, 1181.0, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [241.0, 1233.5, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [241.0, 1286.0, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [241.0, 1338.5, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [241.0, 1391.0, 1752.0, 52.5], ipt-8ZcXJW, 5692048]
[paragraph, [218.0, 1440.0, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1492.5, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1545.0, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1597.5, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1650.0, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1702.5, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1755.0, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1807.5, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1860.0, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1912.5, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 1965.0, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 2017.5, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 2070.0, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 2122.5, 1757.0, 52.5], shoonya_3sOS7TMWN1YGYI, 5692048]
[paragraph, [218.0, 2296.0, 1753.0, 52.5], shoonya_1sYVO4RT8ERJ2B, 5692048]
[paragraph, [218.0, 2348.5, 1753.0, 52.5], shoonya_1sYVO4RT8ERJ2B, 5692048]
[paragraph, [218.0, 2401.0, 1753.0, 52.5], shoonya_1sYVO4RT8ERJ2B, 5692048]
[paragraph, [218.0, 2453.5, 1753.0, 52.5], shoonya_1sYVO4RT8ERJ2B, 5692048]
[paragraph, [218.0, 2506.0, 1753.0, 52.5], shoonya_1sYVO4RT8ERJ2B, 5692048]
[paragraph, [195.0, 2615.0, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 2667.5, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 2720.0, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 2772.5, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 2825.0, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 2877.5, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 2930.0, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 2982.5, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 3035.0, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [195.0, 3087.5, 1780.0, 52.5], Ym_mTCdnFp, 5692048]
[paragraph, [305.0, 3167.0, 183.0, 52.5], shoonya_2s03TEGDA31GDJ, 5692048]
[paragraph, [301.0, 3237.0, 1642.0, 52.5], shoonya_6sOAQ84E7UCLLU, 5692048]
