[1492, 1000]
[folio, [413.0, 158.0, 206.0, 18.0], shoonya_2sWDTAN9LGRVS0, 5720703]
[paragraph, [141.0, 211.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 229.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 247.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 265.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 283.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 301.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 319.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 337.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 355.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 373.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 391.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 409.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 427.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 445.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 463.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 481.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 499.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 517.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 535.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 553.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 571.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 589.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 607.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 625.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 643.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [141.0, 661.0, 743.0, 18.0], shoonya_0sUYYZEKOIPZBP, 5720703]
[paragraph, [148.0, 687.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 705.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 723.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 741.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 759.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 777.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 795.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 813.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 831.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 849.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 867.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 885.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 903.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 921.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 939.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 957.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 975.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 993.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1011.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1029.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1047.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1065.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1083.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1101.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1119.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1137.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1155.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1173.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1191.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1209.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1227.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1245.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1263.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1281.0, 735.0, 18.0], n133QhZ-eo, 5720703]
[paragraph, [148.0, 1299.0, 735.0, 18.0], n133QhZ-eo, 5720703]
