[1492, 1000]
[folio, [410.0, 156.0, 205.0, 18.0], shoonya_2s1BHYG9PFBYJU, 5720252]
[section-title, [427.0, 223.0, 170.0, 30.0], LehV3nmWu9, 5720252]
[paragraph, [177.0, 270.0, 687.0, 18.0], shoonya_1sRMS7C3SM5WOK, 5720252]
[paragraph, [177.0, 288.0, 687.0, 18.0], shoonya_1sRMS7C3SM5WOK, 5720252]
[paragraph, [177.0, 306.0, 687.0, 18.0], shoonya_1sRMS7C3SM5WOK, 5720252]
[paragraph, [177.0, 324.0, 687.0, 18.0], shoonya_1sRMS7C3SM5WOK, 5720252]
[paragraph, [177.0, 342.0, 687.0, 18.0], shoonya_1sRMS7C3SM5WOK, 5720252]
[paragraph, [177.0, 360.0, 687.0, 18.0], shoonya_1sRMS7C3SM5WOK, 5720252]
[paragraph, [177.0, 378.0, 687.0, 18.0], shoonya_1sRMS7C3SM5WOK, 5720252]
[paragraph, [176.0, 397.0, 647.0, 18.0], q-lvo-n_Wy, 5720252]
[paragraph, [176.0, 415.0, 647.0, 18.0], q-lvo-n_Wy, 5720252]
[paragraph, [176.0, 433.0, 647.0, 18.0], q-lvo-n_Wy, 5720252]
[paragraph, [176.0, 451.0, 647.0, 18.0], q-lvo-n_Wy, 5720252]
[paragraph, [175.0, 488.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [175.0, 506.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [175.0, 524.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [175.0, 542.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [175.0, 560.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [175.0, 578.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [175.0, 596.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [175.0, 614.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [175.0, 632.0, 626.0, 18.0], egT4AG3dfV, 5720252]
[paragraph, [172.0, 656.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 674.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 692.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 710.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 728.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 746.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 764.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 782.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 800.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 818.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 836.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 854.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [172.0, 872.0, 652.0, 18.0], C0v6eHyrEk, 5720252]
[paragraph, [176.0, 904.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 922.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 940.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 958.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 976.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 994.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 1012.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 1030.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 1048.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 1066.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 1084.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 1102.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [176.0, 1120.0, 681.0, 18.0], A-HDK82EsI, 5720252]
[paragraph, [237.0, 1145.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
[paragraph, [237.0, 1163.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
[paragraph, [237.0, 1181.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
[paragraph, [237.0, 1199.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
[paragraph, [237.0, 1217.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
[paragraph, [237.0, 1235.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
[paragraph, [237.0, 1253.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
[paragraph, [237.0, 1271.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
[paragraph, [237.0, 1289.0, 507.0, 18.0], ixcLR6wJkI, 5720252]
