[2339, 1654]
[folio, [87.0, 89.0, 286.0, 36.0], t0Ym-Mchke, 5751458]
[paragraph, [76.0, 151.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [76.0, 187.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [76.0, 223.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [76.0, 259.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [76.0, 295.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [76.0, 331.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [76.0, 367.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [76.0, 403.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [76.0, 439.0, 1459.0, 36.0], shoonya_3s6PLGRUSOQB0Y, 5751458]
[paragraph, [213.0, 468.0, 1001.0, 36.0], VDKtp7xFLf, 5751458]
[paragraph, [213.0, 504.0, 1001.0, 36.0], VDKtp7xFLf, 5751458]
[reference, [994.0, 545.0, 383.0, 36.0], shoonya_2sX3BDQYVHDTB0, 5751458]
[paragraph, [78.0, 582.0, 1469.0, 36.0], LWG48YHrhP, 5751458]
[paragraph, [78.0, 618.0, 1469.0, 36.0], LWG48YHrhP, 5751458]
[paragraph, [78.0, 654.0, 1469.0, 36.0], LWG48YHrhP, 5751458]
[paragraph, [78.0, 690.0, 1469.0, 36.0], LWG48YHrhP, 5751458]
[paragraph, [217.0, 741.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 777.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 813.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 849.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 885.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 921.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 957.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 993.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 1029.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 1065.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[paragraph, [217.0, 1101.0, 1177.0, 36.0], xlLL9TAxrc, 5751458]
[reference, [925.0, 1124.0, 452.0, 36.0], shoonya_1sMSI73BG48XP2, 5751458]
[paragraph, [87.0, 1190.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1226.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1262.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1298.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1334.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1370.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1406.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1442.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1478.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1514.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1550.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1586.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1622.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1658.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1694.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1730.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1766.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1802.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1838.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1874.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1910.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1946.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 1982.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 2018.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
[paragraph, [87.0, 2054.0, 1454.0, 36.0], shoonya_0sQ26GP2CD2KJ3, 5751458]
