[6000, 4167]
[folio, [1354.0, 612.0, 1458.0, 52.5], shoonya_0s2CTTV40NS3X6, 5721687]
[folio, [1354.0, 664.5, 1458.0, 52.5], shoonya_0s2CTTV40NS3X6, 5721687]
[paragraph, [595.0, 893.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 945.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 998.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1050.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1103.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1155.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1208.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1260.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1313.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1365.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1418.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1470.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1523.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1575.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1628.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1680.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1733.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1785.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1838.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1890.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1943.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 1995.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2048.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2100.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2153.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2205.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2258.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2310.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2363.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2415.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2468.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2520.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2573.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2625.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2678.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2730.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2783.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2835.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2888.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2940.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 2993.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3045.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3098.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3150.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3203.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3255.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3308.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3360.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3413.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3465.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3518.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3570.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3623.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3675.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3728.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3780.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3833.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3885.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3938.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 3990.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4043.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4095.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4148.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4200.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4253.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4305.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4358.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4410.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4463.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4515.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4568.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4620.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4673.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4725.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4778.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4830.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4883.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4935.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 4988.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 5040.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 5093.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 5145.5, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
[paragraph, [595.0, 5198.0, 2972.0, 52.5], shoonya_1sDOA3O0QI3F82, 5721687]
