[1818, 1374]
[folio, [596.0, 105.0, 160.0, 36.0], shoonya_1sOVUFFBINH2VP, 5682394]
[paragraph, [104.0, 169.0, 418.0, 36.0], NpWzLyQmqR, 5682394]
[paragraph, [690.0, 176.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 212.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 248.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 284.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 320.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 356.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 392.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 428.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 464.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 500.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 536.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 572.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 608.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 644.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 680.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 716.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 752.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 788.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [690.0, 824.0, 572.0, 36.0], 1veGzlY2FU, 5682394]
[paragraph, [145.0, 221.0, 342.0, 36.0], FfmhAmdkB6, 5682394]
[paragraph, [106.0, 264.0, 568.0, 36.0], CLwQMO2lol, 5682394]
[paragraph, [106.0, 300.0, 568.0, 36.0], CLwQMO2lol, 5682394]
[paragraph, [106.0, 349.0, 570.0, 36.0], 7DeHJZCu-7, 5682394]
[paragraph, [106.0, 385.0, 570.0, 36.0], 7DeHJZCu-7, 5682394]
[paragraph, [107.0, 437.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 473.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 509.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 545.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 581.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 617.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 653.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 689.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 725.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 761.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 797.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 833.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 869.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 905.0, 565.0, 36.0], g9s_dAkGg8, 5682394]
[paragraph, [107.0, 950.0, 565.0, 36.0], 0EV6HKJ6ax, 5682394]
[paragraph, [107.0, 986.0, 565.0, 36.0], 0EV6HKJ6ax, 5682394]
[paragraph, [690.0, 983.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1019.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1055.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1091.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1127.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1163.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1199.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1235.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1271.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1307.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1343.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1379.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1415.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1451.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1487.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1523.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1559.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1595.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1631.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [690.0, 1667.0, 580.0, 36.0], yVnzoofVXG, 5682394]
[paragraph, [104.0, 1034.0, 568.0, 36.0], sW9yy25DIO, 5682394]
[paragraph, [104.0, 1070.0, 568.0, 36.0], sW9yy25DIO, 5682394]
[paragraph, [104.0, 1106.0, 568.0, 36.0], sW9yy25DIO, 5682394]
[paragraph, [104.0, 1142.0, 568.0, 36.0], sW9yy25DIO, 5682394]
[paragraph, [104.0, 1178.0, 568.0, 36.0], sW9yy25DIO, 5682394]
[paragraph, [104.0, 1214.0, 568.0, 36.0], sW9yy25DIO, 5682394]
[paragraph, [104.0, 1250.0, 568.0, 36.0], sW9yy25DIO, 5682394]
[paragraph, [104.0, 1286.0, 568.0, 36.0], sW9yy25DIO, 5682394]
[paragraph, [104.0, 1332.0, 572.0, 36.0], KyM94mcG1R, 5682394]
[paragraph, [104.0, 1368.0, 572.0, 36.0], KyM94mcG1R, 5682394]
[paragraph, [150.0, 1418.0, 224.0, 36.0], QUQiJCTSm2, 5682394]
[paragraph, [106.0, 1461.0, 570.0, 36.0], xLfrkEEbq7, 5682394]
[paragraph, [106.0, 1497.0, 570.0, 36.0], xLfrkEEbq7, 5682394]
[paragraph, [106.0, 1533.0, 570.0, 36.0], xLfrkEEbq7, 5682394]
[paragraph, [102.0, 1590.0, 573.0, 36.0], WhbH9zdZQ3, 5682394]
[paragraph, [102.0, 1626.0, 573.0, 36.0], WhbH9zdZQ3, 5682394]
[paragraph, [102.0, 1662.0, 573.0, 36.0], WhbH9zdZQ3, 5682394]
