[1298, 853]
[section-title, [141.0, 210.0, 582.0, 30.0], shoonya_0sUOSRNUMM4BBJ, 5709697]
[paragraph, [63.0, 271.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 289.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 307.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 325.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 343.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 361.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 379.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 397.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 415.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 433.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 451.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 469.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 487.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 505.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 523.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 541.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [63.0, 559.0, 726.0, 18.0], Emc60Ahpcc, 5709697]
[paragraph, [61.0, 590.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 608.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 626.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 644.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 662.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 680.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 698.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 716.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 734.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 752.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 770.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 788.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 806.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 824.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 842.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 860.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 878.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 896.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 914.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 932.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 950.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 968.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 986.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1004.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1022.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1040.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1058.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1076.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1094.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1112.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1130.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1148.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1166.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1184.0, 731.0, 18.0], SBED5_TO4_, 5709697]
[paragraph, [61.0, 1202.0, 731.0, 18.0], SBED5_TO4_, 5709697]
