[1275, 750]
[folio, [313.0, 86.0, 130.0, 18.0], shoonya_1sWZKS2CBVTNCI, 5767410]
[folio, [313.0, 104.0, 130.0, 18.0], shoonya_1sWZKS2CBVTNCI, 5767410]
[paragraph, [50.0, 151.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 169.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 187.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 205.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 223.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 241.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 259.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 277.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 295.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 313.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 331.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 349.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 367.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 385.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 403.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 421.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 439.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 457.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 475.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 493.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 511.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 529.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 547.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 565.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 583.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 601.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 619.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 637.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 655.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 673.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 691.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 709.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 727.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 745.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 763.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 781.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 799.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 817.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 835.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 853.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 871.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 889.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 907.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 925.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 943.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[paragraph, [50.0, 961.0, 636.0, 18.0], I0A2E0IhWw, 5767410]
[section-title, [219.0, 993.0, 294.0, 30.0], VHU3zQTfw9, 5767410]
[paragraph, [72.0, 1052.0, 590.0, 18.0], shoonya_2sJ2T3XL9P4F2U, 5767410]
[paragraph, [72.0, 1070.0, 590.0, 18.0], shoonya_2sJ2T3XL9P4F2U, 5767410]
[paragraph, [72.0, 1088.0, 590.0, 18.0], shoonya_2sJ2T3XL9P4F2U, 5767410]
[paragraph, [72.0, 1106.0, 590.0, 18.0], shoonya_2sJ2T3XL9P4F2U, 5767410]
[paragraph, [72.0, 1124.0, 590.0, 18.0], shoonya_2sJ2T3XL9P4F2U, 5767410]
[paragraph, [72.0, 1142.0, 590.0, 18.0], shoonya_2sJ2T3XL9P4F2U, 5767410]
[paragraph, [72.0, 1160.0, 590.0, 18.0], shoonya_2sJ2T3XL9P4F2U, 5767410]
