[1241, 1754]
[folio, [915.0, 55.0, 527.0, 18.0], VtalWt4EPQ, 6477847]
[folio, [915.0, 73.0, 527.0, 18.0], VtalWt4EPQ, 6477847]
[folio, [915.0, 91.0, 527.0, 18.0], VtalWt4EPQ, 6477847]
[folio, [915.0, 109.0, 527.0, 18.0], VtalWt4EPQ, 6477847]
[folio, [60.0, 60.0, 573.0, 18.0], kUGdj_hH3k, 6477847]
[folio, [60.0, 78.0, 573.0, 18.0], kUGdj_hH3k, 6477847]
[folio, [60.0, 96.0, 573.0, 18.0], kUGdj_hH3k, 6477847]
[folio, [60.0, 114.0, 573.0, 18.0], kUGdj_hH3k, 6477847]
[ordered-list, [67.0, 174.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 192.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 210.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 228.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 246.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 264.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 282.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 300.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 318.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 336.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 354.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 372.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 390.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 408.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 426.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 444.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 462.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 480.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 498.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 516.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 534.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 552.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 570.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 588.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 606.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 624.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 642.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 660.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 678.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 696.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 714.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 732.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 750.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 768.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 786.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 804.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 822.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 840.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 858.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 876.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 894.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 912.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 930.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 948.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 966.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 984.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 1002.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 1020.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 1038.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 1056.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 1074.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 1092.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 1110.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [67.0, 1128.0, 771.0, 18.0], C25l1GQMEJ, 6477847]
[ordered-list, [913.0, 185.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 203.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 221.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 239.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 257.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 275.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 293.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 311.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 329.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 347.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 365.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 383.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 401.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 419.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 437.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 455.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 473.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 491.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 509.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 527.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 545.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 563.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 581.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 599.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 617.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 635.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 653.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 671.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 689.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 707.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 725.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 743.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 761.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 779.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 797.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [913.0, 815.0, 782.0, 18.0], em8Qi-dlOZ, 6477847]
[ordered-list, [1338.0, 838.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 856.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 874.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 892.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 910.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 928.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 946.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 964.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 982.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 1000.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 1018.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
[ordered-list, [1338.0, 1036.0, 350.0, 18.0], 4cAsfcB5wm, 6477847]
