[1300, 827]
[headline, [318.0, 73.0, 194.0, 25.5], shoonya_4sBWJPS19CX4WC, 6471829]
[headline, [318.0, 98.5, 194.0, 25.5], shoonya_4sBWJPS19CX4WC, 6471829]
[paragraph, [58.0, 136.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 154.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 172.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 190.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 208.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 226.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 244.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 262.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 280.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 298.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 316.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [58.0, 334.0, 706.0, 18.0], shoonya_3sBHSEC6Q4BP3D, 6471829]
[paragraph, [57.0, 357.0, 709.0, 18.0], shoonya_1sE73ESK9UKPXT, 6471829]
[paragraph, [57.0, 375.0, 709.0, 18.0], shoonya_1sE73ESK9UKPXT, 6471829]
[paragraph, [57.0, 393.0, 709.0, 18.0], shoonya_1sE73ESK9UKPXT, 6471829]
[section-title, [52.0, 426.0, 256.0, 30.0], shoonya_0sZ13TM1B04PXP, 6471829]
[paragraph, [58.0, 463.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 481.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 499.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 517.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 535.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 553.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 571.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 589.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 607.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[paragraph, [58.0, 625.0, 708.0, 18.0], lkCh3cHcfu, 6471829]
[section-title, [66.0, 659.0, 135.0, 30.0], TU7IhRs7WQ, 6471829]
[paragraph, [59.0, 689.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 707.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 725.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 743.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 761.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 779.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 797.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 815.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 833.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 851.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 869.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 887.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 905.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 923.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 941.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 959.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 977.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 995.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1013.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1031.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1049.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1067.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1085.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1103.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1121.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1139.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1157.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[paragraph, [59.0, 1175.0, 709.0, 18.0], HcAEn2mTI0, 6471829]
[folio, [536.0, 1220.0, 71.0, 18.0], PDrk_vUGLH, 6471829]
