[3508, 2481]
[contact-info, [702.0, 96.0, 1094.0, 52.5], gktofq0ffO, 6490660]
[contact-info, [702.0, 148.5, 1094.0, 52.5], gktofq0ffO, 6490660]
[contact-info, [702.0, 469.0, 1057.0, 52.5], 6iLKSCBsqZ, 6490660]
[contact-info, [702.0, 521.5, 1057.0, 52.5], 6iLKSCBsqZ, 6490660]
[contact-info, [1476.0, 687.0, 805.0, 52.5], mbjKiFsaos, 6490660]
[contact-info, [1476.0, 739.5, 805.0, 52.5], mbjKiFsaos, 6490660]
[contact-info, [1476.0, 792.0, 805.0, 52.5], mbjKiFsaos, 6490660]
[headline, [715.0, 929.0, 1035.0, 52.5], prvfsenF9l, 6490660]
[headline, [715.0, 981.5, 1035.0, 52.5], prvfsenF9l, 6490660]
[dateline, [1815.0, 1284.0, 457.0, 52.5], xfKAcyf55w, 6490660]
[paragraph, [211.0, 1561.0, 491.0, 52.5], i9kMsKE06i, 6490660]
[paragraph, [174.0, 1663.0, 2135.0, 52.5], EXe9qEn9SK, 6490660]
[paragraph, [174.0, 1715.5, 2135.0, 52.5], EXe9qEn9SK, 6490660]
[paragraph, [174.0, 1768.0, 2135.0, 52.5], EXe9qEn9SK, 6490660]
[paragraph, [174.0, 1820.5, 2135.0, 52.5], EXe9qEn9SK, 6490660]
[paragraph, [174.0, 1873.0, 2135.0, 52.5], EXe9qEn9SK, 6490660]
[paragraph, [174.0, 1925.5, 2135.0, 52.5], EXe9qEn9SK, 6490660]
[ordered-list, [267.0, 2086.0, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2138.5, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2191.0, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2243.5, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2296.0, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2348.5, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2401.0, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2453.5, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2506.0, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2558.5, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2611.0, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[ordered-list, [267.0, 2663.5, 2033.0, 52.5], Re1PDZPIQ7, 6490660]
[contact-info, [1787.0, 3128.0, 475.0, 52.5], -CTReUqCZu, 6490660]
[contact-info, [976.0, 3287.0, 528.0, 52.5], XhFkvk7_RN, 6490660]
