[3509, 2480]
[paragraph, [272.0, 419.0, 1949.0, 52.5], shoonya_0sLHKRODT0QJOH, 5721064]
[paragraph, [272.0, 471.5, 1949.0, 52.5], shoonya_0sLHKRODT0QJOH, 5721064]
[paragraph, [272.0, 524.0, 1949.0, 52.5], shoonya_0sLHKRODT0QJOH, 5721064]
[paragraph, [272.0, 576.5, 1949.0, 52.5], shoonya_0sLHKRODT0QJOH, 5721064]
[paragraph, [272.0, 629.0, 1949.0, 52.5], shoonya_0sLHKRODT0QJOH, 5721064]
[paragraph, [272.0, 691.0, 1943.0, 52.5], nJBBvGKTdW, 5721064]
[paragraph, [272.0, 743.5, 1943.0, 52.5], nJBBvGKTdW, 5721064]
[paragraph, [272.0, 796.0, 1943.0, 52.5], nJBBvGKTdW, 5721064]
[paragraph, [272.0, 852.0, 1937.0, 52.5], hNvjfJdAXJ, 5721064]
[paragraph, [272.0, 904.5, 1937.0, 52.5], hNvjfJdAXJ, 5721064]
[paragraph, [272.0, 957.0, 1937.0, 52.5], hNvjfJdAXJ, 5721064]
[paragraph, [272.0, 1009.5, 1937.0, 52.5], hNvjfJdAXJ, 5721064]
[paragraph, [275.0, 1091.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1143.5, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1196.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1248.5, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1301.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1353.5, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1406.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1458.5, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1511.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1563.5, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1616.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1668.5, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1721.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1773.5, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1826.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1878.5, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [275.0, 1931.0, 1937.0, 52.5], CS9qztlExr, 5721064]
[paragraph, [272.0, 2008.0, 1937.0, 52.5], 2lVnxU7tKc, 5721064]
[paragraph, [272.0, 2060.5, 1937.0, 52.5], 2lVnxU7tKc, 5721064]
[paragraph, [272.0, 2113.0, 1937.0, 52.5], 2lVnxU7tKc, 5721064]
[paragraph, [275.0, 2169.0, 1698.0, 52.5], Rou_zHTzay, 5721064]
[paragraph, [275.0, 2250.0, 1934.0, 52.5], H782oQgC0n, 5721064]
[paragraph, [275.0, 2302.5, 1934.0, 52.5], H782oQgC0n, 5721064]
[paragraph, [275.0, 2355.0, 1934.0, 52.5], H782oQgC0n, 5721064]
[paragraph, [275.0, 2407.5, 1934.0, 52.5], H782oQgC0n, 5721064]
[paragraph, [275.0, 2460.0, 1934.0, 52.5], H782oQgC0n, 5721064]
[paragraph, [275.0, 2512.5, 1934.0, 52.5], H782oQgC0n, 5721064]
[paragraph, [272.0, 2569.0, 1342.0, 52.5], BEWyJxHuh4, 5721064]
[paragraph, [269.0, 2644.0, 1940.0, 52.5], BLkpTvk_1G, 5721064]
[paragraph, [269.0, 2696.5, 1940.0, 52.5], BLkpTvk_1G, 5721064]
[paragraph, [269.0, 2749.0, 1940.0, 52.5], BLkpTvk_1G, 5721064]
[paragraph, [269.0, 2801.5, 1940.0, 52.5], BLkpTvk_1G, 5721064]
[paragraph, [269.0, 2854.0, 1940.0, 52.5], BLkpTvk_1G, 5721064]
