[2200, 1700]
[paragraph, [334.0, 66.0, 1089.0, 36.0], shoonya_2sGK7PYFO4KR8M, 5730799]
[paragraph, [334.0, 102.0, 1089.0, 36.0], shoonya_2sGK7PYFO4KR8M, 5730799]
[paragraph, [334.0, 138.0, 1089.0, 36.0], shoonya_2sGK7PYFO4KR8M, 5730799]
[paragraph, [334.0, 174.0, 1089.0, 36.0], shoonya_2sGK7PYFO4KR8M, 5730799]
[paragraph, [334.0, 210.0, 1089.0, 36.0], shoonya_2sGK7PYFO4KR8M, 5730799]
[paragraph, [334.0, 246.0, 1089.0, 36.0], shoonya_2sGK7PYFO4KR8M, 5730799]
[paragraph, [337.0, 291.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 327.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 363.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 399.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 435.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 471.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 507.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 543.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 579.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 615.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 651.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 687.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 723.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 759.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 795.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 831.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 867.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 903.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 939.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 975.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1011.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1047.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1083.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1119.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1155.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1191.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1227.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1263.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1299.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [337.0, 1335.0, 1109.0, 36.0], shoonya_1sA4YP4HH8438K, 5730799]
[paragraph, [349.0, 1364.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1400.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1436.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1472.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1508.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1544.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1580.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1616.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1652.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1688.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1724.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1760.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1796.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1832.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1868.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[paragraph, [349.0, 1904.0, 1092.0, 36.0], shoonya_0sHD1JFOXPWZIC, 5730799]
[folio, [965.0, 2013.0, 371.0, 36.0], wtLKe0Sz-d, 5730799]
