[2339, 1656]
[paragraph, [159.0, 103.0, 1336.0, 36.0], K-VbCz5KF5, 5758328]
[paragraph, [159.0, 139.0, 1336.0, 36.0], K-VbCz5KF5, 5758328]
[paragraph, [159.0, 175.0, 1336.0, 36.0], K-VbCz5KF5, 5758328]
[section-title, [159.0, 269.0, 1336.0, 52.5], jM4reOaO7F, 5758328]
[section-title, [159.0, 321.5, 1336.0, 52.5], jM4reOaO7F, 5758328]
[paragraph, [166.0, 406.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 442.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 478.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 514.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 550.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 586.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 622.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 658.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 694.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 730.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 766.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 802.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 838.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [166.0, 874.0, 1336.0, 36.0], CgpC166gYG, 5758328]
[paragraph, [173.0, 1034.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1070.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1106.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1142.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1178.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1214.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1250.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1286.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1322.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1358.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1394.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [173.0, 1430.0, 1314.0, 36.0], shoonya_1s08659FG3IKK6, 5758328]
[paragraph, [172.0, 1592.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1628.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1664.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1700.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1736.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1772.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1808.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1844.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1880.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1916.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1952.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 1988.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 2024.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
[paragraph, [172.0, 2060.0, 1315.0, 36.0], shoonya_0sIACKJJ5P3JX6, 5758328]
