[1806, 1262]
[folio, [170.0, 104.0, 507.0, 36.0], u8TL8vjtLh, 5681642]
[paragraph, [98.0, 175.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 211.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 247.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 283.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 319.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 355.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 391.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 427.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 463.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 499.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 535.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 571.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 607.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 643.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 679.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 715.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 751.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 787.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 823.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 859.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 895.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 931.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 967.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1003.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1039.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1075.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1111.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1147.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1183.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1219.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1255.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1291.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1327.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1363.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1399.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [98.0, 1435.0, 516.0, 36.0], shoonya_0s2OBF7ZJAQ2JM, 5681642]
[paragraph, [651.0, 181.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 217.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 253.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 289.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 325.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 361.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 397.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 433.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 469.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 505.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 541.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 577.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 613.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 649.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 685.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 721.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 757.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 793.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 829.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 865.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 901.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 937.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 973.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1009.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1045.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1081.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1117.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1153.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
[paragraph, [651.0, 1189.0, 518.0, 36.0], shoonya_1sW6EII3OTIDE6, 5681642]
