[2230, 1631]
[paragraph, [1104.0, 177.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 213.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 249.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 285.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 321.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 357.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 393.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 429.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 465.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 501.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 537.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 573.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 609.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 645.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 681.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 717.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 753.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 789.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 825.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 861.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 897.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 933.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 969.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 1005.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [1104.0, 1041.0, 509.0, 36.0], shoonya_0sFSYB1R6B741L, 5654049]
[paragraph, [7.0, 182.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 218.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 254.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 290.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 326.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 362.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 398.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 434.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 470.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 506.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 542.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 578.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 614.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 650.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 686.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 722.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 758.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 794.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 830.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 866.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 902.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 938.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 974.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 1010.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[paragraph, [7.0, 1046.0, 557.0, 36.0], shoonya_3s9IA9E0RL2G07, 5654049]
[sidebar, [540.0, 209.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 245.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 281.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 317.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 353.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 389.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 425.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 461.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 497.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
[sidebar, [540.0, 533.0, 545.0, 36.0], shoonya_2sWB9W7QEMOLDI, 5654049]
