[1263, 878]
[chapter-title, [325.0, 67.0, 318.0, 30.0], shoonya_9sK4GIMAADSU1L, 5776336]
[paragraph, [170.0, 106.0, 627.0, 18.0], shoonya_4sW4E368CEEZCR, 5776336]
[paragraph, [170.0, 124.0, 627.0, 18.0], shoonya_4sW4E368CEEZCR, 5776336]
[paragraph, [170.0, 142.0, 627.0, 18.0], shoonya_4sW4E368CEEZCR, 5776336]
[paragraph, [159.0, 157.0, 643.0, 18.0], nz_7ckTT9W, 5776336]
[paragraph, [159.0, 175.0, 643.0, 18.0], nz_7ckTT9W, 5776336]
[paragraph, [159.0, 193.0, 643.0, 18.0], nz_7ckTT9W, 5776336]
[paragraph, [180.0, 205.0, 556.0, 18.0], AngBWpsbMh, 5776336]
[paragraph, [170.0, 232.0, 630.0, 18.0], shoonya_6sPON42GBIBVRM, 5776336]
[paragraph, [170.0, 250.0, 630.0, 18.0], shoonya_6sPON42GBIBVRM, 5776336]
[paragraph, [184.0, 282.0, 422.0, 18.0], shoonya_8sPOQOP0OWK1IP, 5776336]
[paragraph, [171.0, 307.0, 626.0, 18.0], shoonya_5sYR8ICBYE6RDI, 5776336]
[paragraph, [171.0, 325.0, 626.0, 18.0], shoonya_5sYR8ICBYE6RDI, 5776336]
[paragraph, [171.0, 343.0, 626.0, 18.0], shoonya_5sYR8ICBYE6RDI, 5776336]
[paragraph, [171.0, 361.0, 626.0, 18.0], shoonya_5sYR8ICBYE6RDI, 5776336]
[paragraph, [171.0, 383.0, 624.0, 18.0], shoonya_3s9GHZVCAKRCKJ, 5776336]
[paragraph, [171.0, 401.0, 624.0, 18.0], shoonya_3s9GHZVCAKRCKJ, 5776336]
[paragraph, [171.0, 419.0, 624.0, 18.0], shoonya_3s9GHZVCAKRCKJ, 5776336]
[paragraph, [171.0, 437.0, 624.0, 18.0], shoonya_3s9GHZVCAKRCKJ, 5776336]
[paragraph, [171.0, 455.0, 624.0, 18.0], shoonya_3s9GHZVCAKRCKJ, 5776336]
[paragraph, [171.0, 473.0, 624.0, 18.0], shoonya_3s9GHZVCAKRCKJ, 5776336]
[paragraph, [171.0, 491.0, 624.0, 18.0], shoonya_3s9GHZVCAKRCKJ, 5776336]
[paragraph, [171.0, 509.0, 624.0, 18.0], shoonya_3s9GHZVCAKRCKJ, 5776336]
[paragraph, [170.0, 535.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 553.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 571.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 589.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 607.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 625.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 643.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 661.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 679.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 697.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 715.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [170.0, 733.0, 626.0, 18.0], shoonya_0s0KHFR4AJ3GQN, 5776336]
[paragraph, [171.0, 760.0, 626.0, 18.0], shoonya_2s6BDR73OYXBTM, 5776336]
[paragraph, [171.0, 778.0, 626.0, 18.0], shoonya_2s6BDR73OYXBTM, 5776336]
[paragraph, [171.0, 796.0, 626.0, 18.0], shoonya_2s6BDR73OYXBTM, 5776336]
[paragraph, [171.0, 814.0, 626.0, 18.0], shoonya_2s6BDR73OYXBTM, 5776336]
[paragraph, [171.0, 832.0, 626.0, 18.0], shoonya_2s6BDR73OYXBTM, 5776336]
[paragraph, [171.0, 850.0, 626.0, 18.0], shoonya_2s6BDR73OYXBTM, 5776336]
[paragraph, [171.0, 868.0, 626.0, 18.0], shoonya_2s6BDR73OYXBTM, 5776336]
[paragraph, [171.0, 886.0, 626.0, 18.0], shoonya_2s6BDR73OYXBTM, 5776336]
[paragraph, [171.0, 909.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [171.0, 927.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [171.0, 945.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [171.0, 963.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [171.0, 981.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [171.0, 999.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [171.0, 1017.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [171.0, 1035.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [171.0, 1053.0, 626.0, 18.0], shoonya_1s6K6Y7YP3ZAEM, 5776336]
[paragraph, [195.0, 1084.0, 600.0, 18.0], shoonya_7sQ2WQK2OY0QX8, 5776336]
