[2200, 1700]
[paragraph, [371.0, 116.0, 1135.0, 36.0], shoonya_1sFG9NTFRFHQWR, 5734546]
[paragraph, [371.0, 152.0, 1135.0, 36.0], shoonya_1sFG9NTFRFHQWR, 5734546]
[paragraph, [371.0, 188.0, 1135.0, 36.0], shoonya_1sFG9NTFRFHQWR, 5734546]
[paragraph, [371.0, 224.0, 1135.0, 36.0], shoonya_1sFG9NTFRFHQWR, 5734546]
[paragraph, [371.0, 260.0, 1135.0, 36.0], shoonya_1sFG9NTFRFHQWR, 5734546]
[paragraph, [371.0, 296.0, 1135.0, 36.0], shoonya_1sFG9NTFRFHQWR, 5734546]
[paragraph, [371.0, 332.0, 1135.0, 36.0], shoonya_1sFG9NTFRFHQWR, 5734546]
[paragraph, [368.0, 410.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 446.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 482.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 518.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 554.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 590.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 626.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 662.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 698.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 734.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 770.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 806.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 842.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 878.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 914.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 950.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 986.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1022.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1058.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1094.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1130.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1166.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1202.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1238.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1274.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1310.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1346.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1382.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1418.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [368.0, 1454.0, 1138.0, 36.0], shoonya_2sGOIH2B4MQ99R, 5734546]
[paragraph, [373.0, 1530.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
[paragraph, [373.0, 1566.0, 1131.0, 36.0], shoonya_0sGBAZ8C8OPRTD, 5734546]
