[1755, 1240]
[section-title, [219.0, 143.0, 639.0, 49.5], shoonya_3sKGWVYZHQ1GG9, 5693371]
[sub-section-title, [222.0, 240.0, 432.0, 36.0], shoonya_4sC9ZFAAP1JTQU, 5693371]
[paragraph, [215.0, 327.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 363.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 399.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 435.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 471.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 507.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 543.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 579.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 615.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 651.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 687.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [215.0, 723.0, 896.0, 36.0], shoonya_1s03555Q7EV7ZJ, 5693371]
[paragraph, [216.0, 809.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 845.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 881.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 917.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 953.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 989.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 1025.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 1061.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 1097.0, 886.0, 36.0], shoonya_2sZYC8EH4K8YQ1, 5693371]
[paragraph, [216.0, 1179.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
[paragraph, [216.0, 1215.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
[paragraph, [216.0, 1251.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
[paragraph, [216.0, 1287.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
[paragraph, [216.0, 1323.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
[paragraph, [216.0, 1359.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
[paragraph, [216.0, 1395.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
[paragraph, [216.0, 1431.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
[paragraph, [216.0, 1467.0, 886.0, 36.0], shoonya_0sDXFS7PXNPCNF, 5693371]
