[1755, 1240]
[folio, [640.0, 77.0, 485.0, 36.0], KcxzQC7QSP, 5744369]
[paragraph, [192.0, 206.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 242.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 278.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 314.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 350.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 386.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 422.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 458.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 494.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 530.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 566.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 602.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 638.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 674.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 710.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 746.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 782.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 818.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 854.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 890.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 926.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 962.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 998.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 1034.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 1070.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 1106.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 1142.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 1178.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 1214.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 1250.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [192.0, 1286.0, 949.0, 36.0], lw3rp5bvV9, 5744369]
[paragraph, [193.0, 1348.0, 937.0, 36.0], XnhfG0BOiB, 5744369]
[paragraph, [193.0, 1384.0, 937.0, 36.0], XnhfG0BOiB, 5744369]
[paragraph, [193.0, 1420.0, 937.0, 36.0], XnhfG0BOiB, 5744369]
[paragraph, [193.0, 1456.0, 937.0, 36.0], XnhfG0BOiB, 5744369]
[paragraph, [193.0, 1492.0, 937.0, 36.0], XnhfG0BOiB, 5744369]
[paragraph, [193.0, 1528.0, 937.0, 36.0], XnhfG0BOiB, 5744369]
[paragraph, [193.0, 1564.0, 937.0, 36.0], XnhfG0BOiB, 5744369]
