[861, 612]
[section-title, [205.0, 35.0, 191.0, 30.0], shoonya_0sTJD3MENTNRDU, 6459748]
[paragraph, [115.0, 87.0, 346.0, 18.0], PvA2xg7P2W, 6459748]
[paragraph, [115.0, 105.0, 346.0, 18.0], PvA2xg7P2W, 6459748]
[paragraph, [115.0, 123.0, 346.0, 18.0], PvA2xg7P2W, 6459748]
[paragraph, [115.0, 141.0, 346.0, 18.0], PvA2xg7P2W, 6459748]
[paragraph, [113.0, 168.0, 388.0, 18.0], gdP-rg2yjn, 6459748]
[paragraph, [113.0, 186.0, 388.0, 18.0], gdP-rg2yjn, 6459748]
[paragraph, [113.0, 204.0, 388.0, 18.0], gdP-rg2yjn, 6459748]
[paragraph, [113.0, 222.0, 388.0, 18.0], gdP-rg2yjn, 6459748]
[paragraph, [113.0, 256.0, 367.0, 18.0], EsoD5q413J, 6459748]
[paragraph, [113.0, 274.0, 367.0, 18.0], EsoD5q413J, 6459748]
[paragraph, [113.0, 292.0, 367.0, 18.0], EsoD5q413J, 6459748]
[paragraph, [111.0, 337.0, 357.0, 18.0], 1pg9t80Iae, 6459748]
[paragraph, [111.0, 355.0, 357.0, 18.0], 1pg9t80Iae, 6459748]
[paragraph, [111.0, 373.0, 357.0, 18.0], 1pg9t80Iae, 6459748]
[paragraph, [111.0, 391.0, 357.0, 18.0], 1pg9t80Iae, 6459748]
[paragraph, [111.0, 423.0, 354.0, 18.0], rgKK2_o7vc, 6459748]
[paragraph, [111.0, 441.0, 354.0, 18.0], rgKK2_o7vc, 6459748]
[paragraph, [111.0, 459.0, 354.0, 18.0], rgKK2_o7vc, 6459748]
[paragraph, [111.0, 477.0, 354.0, 18.0], rgKK2_o7vc, 6459748]
[paragraph, [111.0, 503.0, 380.0, 18.0], bFgt4obHeU, 6459748]
[paragraph, [111.0, 521.0, 380.0, 18.0], bFgt4obHeU, 6459748]
[paragraph, [111.0, 539.0, 380.0, 18.0], bFgt4obHeU, 6459748]
[paragraph, [116.0, 587.0, 367.0, 18.0], Yd1-YIstxH, 6459748]
[paragraph, [116.0, 605.0, 367.0, 18.0], Yd1-YIstxH, 6459748]
[paragraph, [116.0, 623.0, 367.0, 18.0], Yd1-YIstxH, 6459748]
[paragraph, [115.0, 664.0, 377.0, 18.0], evxQtGgdTF, 6459748]
[paragraph, [115.0, 682.0, 377.0, 18.0], evxQtGgdTF, 6459748]
[paragraph, [115.0, 700.0, 377.0, 18.0], evxQtGgdTF, 6459748]
[paragraph, [116.0, 744.0, 370.0, 18.0], qOS6LQ7tgm, 6459748]
[paragraph, [116.0, 762.0, 370.0, 18.0], qOS6LQ7tgm, 6459748]
[paragraph, [116.0, 780.0, 370.0, 18.0], qOS6LQ7tgm, 6459748]
[paragraph, [116.0, 798.0, 370.0, 18.0], qOS6LQ7tgm, 6459748]
