[1755, 1240]
[paragraph, [63.0, 219.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 255.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 291.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 327.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 363.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 399.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 435.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 471.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 507.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 543.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 579.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 615.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 651.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 687.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 723.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 759.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [63.0, 795.0, 361.0, 36.0], shoonya_1sMFK2OPYEFFNG, 6471496]
[paragraph, [439.0, 223.0, 360.0, 36.0], shoonya_3sVQJ6Y9RRESSW, 6471496]
[paragraph, [439.0, 259.0, 360.0, 36.0], shoonya_3sVQJ6Y9RRESSW, 6471496]
[paragraph, [439.0, 295.0, 360.0, 36.0], shoonya_3sVQJ6Y9RRESSW, 6471496]
[paragraph, [439.0, 331.0, 360.0, 36.0], shoonya_3sVQJ6Y9RRESSW, 6471496]
[paragraph, [439.0, 367.0, 360.0, 36.0], shoonya_3sVQJ6Y9RRESSW, 6471496]
[paragraph, [439.0, 403.0, 360.0, 36.0], shoonya_3sVQJ6Y9RRESSW, 6471496]
[paragraph, [439.0, 439.0, 360.0, 36.0], shoonya_3sVQJ6Y9RRESSW, 6471496]
[paragraph, [439.0, 475.0, 360.0, 36.0], shoonya_3sVQJ6Y9RRESSW, 6471496]
[paragraph, [812.0, 225.0, 365.0, 36.0], shoonya_6sBYLI1Y7MH213, 6471496]
[paragraph, [812.0, 261.0, 365.0, 36.0], shoonya_6sBYLI1Y7MH213, 6471496]
[paragraph, [812.0, 297.0, 365.0, 36.0], shoonya_6sBYLI1Y7MH213, 6471496]
[paragraph, [812.0, 333.0, 365.0, 36.0], shoonya_6sBYLI1Y7MH213, 6471496]
[paragraph, [812.0, 369.0, 365.0, 36.0], shoonya_6sBYLI1Y7MH213, 6471496]
[paragraph, [812.0, 405.0, 365.0, 36.0], shoonya_6sBYLI1Y7MH213, 6471496]
[paragraph, [812.0, 476.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 512.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 548.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 584.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 620.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 656.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 692.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 728.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 764.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 800.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 836.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 872.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 908.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 944.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 980.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1016.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1052.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1088.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1124.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1160.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1196.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1232.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1268.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1304.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1340.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1376.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1412.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [812.0, 1448.0, 368.0, 36.0], shoonya_2sKHQ3EHT84R0C, 6471496]
[paragraph, [439.0, 543.0, 360.0, 36.0], shoonya_7s96KEQPYYSBLZ, 6471496]
[paragraph, [439.0, 579.0, 360.0, 36.0], shoonya_7s96KEQPYYSBLZ, 6471496]
[paragraph, [439.0, 615.0, 360.0, 36.0], shoonya_7s96KEQPYYSBLZ, 6471496]
[section-title, [441.0, 670.0, 356.0, 49.5], TAj5Gh5I7Z, 6471496]
[paragraph, [443.0, 733.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 769.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 805.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 841.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 877.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 913.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 949.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 985.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 1021.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 1057.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 1093.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 1129.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 1165.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 1201.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [443.0, 1237.0, 356.0, 36.0], shoonya_4sQXYKFRGQWHVX, 6471496]
[paragraph, [62.0, 859.0, 365.0, 36.0], shoonya_0sZMQWTFO5O8Z5, 6471496]
