[2339, 1654]
[folio, [113.0, 79.0, 358.0, 36.0], ZqJ-2HBII2, 5750821]
[paragraph, [107.0, 122.0, 1450.0, 36.0], uFZe73rPWw, 5750821]
[paragraph, [107.0, 158.0, 1450.0, 36.0], uFZe73rPWw, 5750821]
[paragraph, [107.0, 194.0, 1450.0, 36.0], uFZe73rPWw, 5750821]
[paragraph, [107.0, 230.0, 1450.0, 36.0], uFZe73rPWw, 5750821]
[paragraph, [107.0, 266.0, 1450.0, 36.0], uFZe73rPWw, 5750821]
[paragraph, [107.0, 302.0, 1450.0, 36.0], uFZe73rPWw, 5750821]
[paragraph, [109.0, 380.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 416.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 452.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 488.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 524.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 560.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 596.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 632.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 668.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 704.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 740.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [109.0, 776.0, 1453.0, 36.0], -dFu6UqE2n, 5750821]
[paragraph, [119.0, 839.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 875.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 911.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 947.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 983.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1019.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1055.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1091.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1127.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1163.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1199.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1235.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1271.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [119.0, 1307.0, 1441.0, 36.0], shoonya_1sSJYLD8C38PC3, 5750821]
[paragraph, [122.0, 1353.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1389.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1425.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1461.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1497.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1533.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1569.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1605.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1641.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1677.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1713.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1749.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1785.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1821.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1857.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1893.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1929.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 1965.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 2001.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 2037.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 2073.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 2109.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 2145.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
[paragraph, [122.0, 2181.0, 1447.0, 36.0], shoonya_0s4PWXIDW5DK0B, 5750821]
