[1806, 1262]
[folio, [165.0, 101.0, 509.0, 36.0], shoonya_5s0PM47CQEE8K3, 5680461]
[paragraph, [90.0, 178.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 214.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 250.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 286.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 322.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 358.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 394.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 430.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 466.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 502.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 538.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 574.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 610.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 646.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 682.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 718.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 754.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 790.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 826.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 862.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 898.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [90.0, 934.0, 511.0, 36.0], shoonya_2sYA1QJEFYRVBS, 5680461]
[paragraph, [656.0, 180.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 216.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 252.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 288.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 324.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 360.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 396.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 432.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 468.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 504.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [656.0, 540.0, 503.0, 36.0], shoonya_4sFGPIEB6R1BYL, 5680461]
[paragraph, [662.0, 588.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 624.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 660.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 696.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 732.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 768.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 804.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 840.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
[paragraph, [662.0, 876.0, 501.0, 36.0], BTbCO-_mQ7, 5680461]
