[2339, 1656]
[paragraph, [187.0, 204.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 240.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 276.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 312.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 348.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 384.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 420.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 456.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 492.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 528.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 564.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 600.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 636.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 672.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 708.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [187.0, 744.0, 1279.0, 36.0], shoonya_0sALZE0BIBL8TR, 5731325]
[paragraph, [184.0, 815.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 851.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 887.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 923.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 959.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 995.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1031.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1067.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1103.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1139.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1175.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1211.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1247.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1283.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1319.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1355.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1391.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1427.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1463.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1499.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1535.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1571.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1607.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [184.0, 1643.0, 1294.0, 36.0], shoonya_1sL7UH9HJG7ZU8, 5731325]
[paragraph, [187.0, 1731.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 1767.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 1803.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 1839.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 1875.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 1911.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 1947.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 1983.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 2019.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
[paragraph, [187.0, 2055.0, 1282.0, 36.0], shoonya_2sHI5ZJ3KOPA5P, 5731325]
