[1030, 675]
[paragraph, [68.0, 110.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [68.0, 128.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [68.0, 146.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [68.0, 164.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [68.0, 182.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [68.0, 200.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [68.0, 218.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [68.0, 236.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [68.0, 254.0, 537.0, 18.0], shoonya_2sMZCF1YL11FB4, 5776608]
[paragraph, [69.0, 276.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 294.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 312.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 330.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 348.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 366.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 384.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 402.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 420.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 438.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 456.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 474.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 492.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 510.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 528.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 546.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 564.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 582.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 600.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 618.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 636.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 654.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 672.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 690.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [69.0, 708.0, 533.0, 18.0], shoonya_1sQWB7IRXF7YAP, 5776608]
[paragraph, [70.0, 735.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 753.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 771.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 789.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 807.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 825.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 843.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 861.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 879.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 897.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
[paragraph, [70.0, 915.0, 533.0, 18.0], shoonya_0sR4TZL37061AG, 5776608]
