[1296, 864]
[chapter-title, [446.0, 25.0, 326.0, 30.0], a8XjzZO_ZK, 5657232]
[chapter-title, [446.0, 55.0, 326.0, 30.0], a8XjzZO_ZK, 5657232]
[section-title, [416.0, 97.0, 399.0, 30.0], e2Mg3TA6xm, 5657232]
[section-title, [416.0, 127.0, 399.0, 30.0], e2Mg3TA6xm, 5657232]
[section-title, [416.0, 157.0, 399.0, 30.0], e2Mg3TA6xm, 5657232]
[sub-section-title, [365.0, 206.0, 498.0, 25.5], aEKbUxfVeY, 5657232]
[sub-section-title, [365.0, 231.5, 498.0, 25.5], aEKbUxfVeY, 5657232]
[unordered-list, [15.0, 263.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 281.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 299.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 317.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 335.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 353.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 371.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 389.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 407.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 425.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 443.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 461.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 479.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 497.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 515.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 533.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 551.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 569.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 587.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 605.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 623.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 641.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 659.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 677.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 695.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 713.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 731.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 749.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 767.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 785.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 803.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 821.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 839.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
[unordered-list, [15.0, 857.0, 832.0, 18.0], shoonya_3sFD1S8UPVUS9B, 5657232]
