[2339, 1653]
[folio, [99.0, 84.0, 176.0, 36.0], shoonya_6sT9WE0UUG1JAM, 5689746]
[paragraph, [133.0, 341.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 377.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 413.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 449.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 485.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 521.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 557.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 593.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 629.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 665.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 701.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 737.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 773.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 809.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 845.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 881.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 917.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [133.0, 953.0, 1411.0, 36.0], shoonya_0sJUJW7812BZMB, 5689746]
[paragraph, [135.0, 1037.0, 1406.0, 36.0], shoonya_2sQW921F684O8N, 5689746]
[paragraph, [135.0, 1073.0, 1406.0, 36.0], shoonya_2sQW921F684O8N, 5689746]
[paragraph, [135.0, 1109.0, 1406.0, 36.0], shoonya_2sQW921F684O8N, 5689746]
[paragraph, [135.0, 1145.0, 1406.0, 36.0], shoonya_2sQW921F684O8N, 5689746]
[paragraph, [135.0, 1181.0, 1406.0, 36.0], shoonya_2sQW921F684O8N, 5689746]
[paragraph, [135.0, 1217.0, 1406.0, 36.0], shoonya_2sQW921F684O8N, 5689746]
[paragraph, [135.0, 1253.0, 1406.0, 36.0], shoonya_2sQW921F684O8N, 5689746]
[paragraph, [135.0, 1289.0, 1406.0, 36.0], shoonya_2sQW921F684O8N, 5689746]
[second-level-question, [101.0, 1405.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1441.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1477.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1513.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1549.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1585.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1621.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1657.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1693.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1729.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1765.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1801.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1837.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1873.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1909.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1945.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 1981.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 2017.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[second-level-question, [101.0, 2053.0, 1063.0, 36.0], shoonya_5sXM8DMK7CAEPI, 5689746]
[options, [161.0, 1489.0, 987.0, 36.0], shoonya_1sRB3OQSOZ94BP, 5689746]
[options, [161.0, 1525.0, 987.0, 36.0], shoonya_1sRB3OQSOZ94BP, 5689746]
[options, [161.0, 1561.0, 987.0, 36.0], shoonya_1sRB3OQSOZ94BP, 5689746]
[options, [161.0, 1597.0, 987.0, 36.0], shoonya_1sRB3OQSOZ94BP, 5689746]
[options, [161.0, 1633.0, 987.0, 36.0], shoonya_1sRB3OQSOZ94BP, 5689746]
[options, [108.0, 1757.0, 91.0, 36.0], shoonya_4s5KB9ERXSLCAQ, 5689746]
[options, [103.0, 1966.0, 292.0, 36.0], m7D1APf-Am, 5689746]
[options, [103.0, 2002.0, 292.0, 36.0], m7D1APf-Am, 5689746]
[options, [103.0, 2038.0, 292.0, 36.0], m7D1APf-Am, 5689746]
[folio, [101.0, 2110.0, 175.0, 36.0], shoonya_3s9UT4K4SG5KWT, 5689746]
