[1298, 853]
[section-title, [343.0, 68.0, 160.0, 30.0], shoonya_3s3DDI5B3MLJJ8, 5709589]
[paragraph, [68.0, 119.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 137.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 155.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 173.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 191.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 209.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 227.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 245.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 263.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 281.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 299.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 317.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 335.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 353.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 371.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 389.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 407.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 425.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 443.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 461.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 479.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 497.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [68.0, 515.0, 717.0, 18.0], shoonya_0s3Y1AT6AH8Y0U, 5709589]
[paragraph, [70.0, 531.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 549.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 567.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 585.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 603.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 621.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 639.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 657.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 675.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 693.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 711.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 729.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 747.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 765.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 783.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 801.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 819.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 837.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 855.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 873.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 891.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 909.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 927.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 945.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 963.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 981.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [70.0, 999.0, 719.0, 18.0], shoonya_1sTIKQ7XDCETN8, 5709589]
[paragraph, [71.0, 1017.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1035.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1053.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1071.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1089.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1107.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1125.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1143.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1161.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1179.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
[paragraph, [71.0, 1197.0, 713.0, 18.0], shoonya_2s1PVX9BA95PNA, 5709589]
