[978, 575]
[chapter-title, [67.0, 131.0, 434.0, 30.0], shoonya_1sXM9JBVY7PS7D, 5775810]
[paragraph, [26.0, 195.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 213.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 231.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 249.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 267.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 285.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 303.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 321.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 339.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 357.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 375.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 393.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 411.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 429.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 447.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 465.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 483.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 501.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 519.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 537.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 555.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 573.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 591.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 609.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 627.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 645.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 663.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 681.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 699.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 717.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 735.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 753.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 771.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 789.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 807.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
[paragraph, [26.0, 825.0, 510.0, 18.0], shoonya_0s0SWG0YRQXPX1, 5775810]
