[792, 612]
[headline, [55.0, 86.0, 370.0, 25.5], shoonya_12s2L1GUFASN9D, 6515295]
[headline, [55.0, 111.5, 370.0, 25.5], shoonya_12s2L1GUFASN9D, 6515295]
[headline, [55.0, 137.0, 370.0, 25.5], shoonya_12s2L1GUFASN9D, 6515295]
[author, [57.0, 187.0, 72.0, 18.0], shoonya_13s7HE1WAKLCAU, 6515295]
[paragraph, [389.0, 192.0, 165.0, 18.0], shoonya_7sE115VQ0ZKPPY, 6515295]
[paragraph, [391.0, 218.0, 164.0, 18.0], shoonya_2sSUCETT85EN5N, 6515295]
[paragraph, [391.0, 236.0, 164.0, 18.0], shoonya_2sSUCETT85EN5N, 6515295]
[paragraph, [391.0, 254.0, 164.0, 18.0], shoonya_2sSUCETT85EN5N, 6515295]
[paragraph, [391.0, 272.0, 164.0, 18.0], shoonya_2sSUCETT85EN5N, 6515295]
[paragraph, [391.0, 290.0, 164.0, 18.0], shoonya_2sSUCETT85EN5N, 6515295]
[paragraph, [391.0, 308.0, 164.0, 18.0], shoonya_2sSUCETT85EN5N, 6515295]
[paragraph, [391.0, 326.0, 164.0, 18.0], shoonya_2sSUCETT85EN5N, 6515295]
[paragraph, [56.0, 222.0, 161.0, 18.0], shoonya_11sLRPBIUYGTZ1, 6515295]
[paragraph, [56.0, 240.0, 161.0, 18.0], shoonya_11sLRPBIUYGTZ1, 6515295]
[paragraph, [56.0, 258.0, 161.0, 18.0], shoonya_11sLRPBIUYGTZ1, 6515295]
[paragraph, [56.0, 276.0, 161.0, 18.0], shoonya_11sLRPBIUYGTZ1, 6515295]
[paragraph, [56.0, 294.0, 161.0, 18.0], shoonya_11sLRPBIUYGTZ1, 6515295]
[paragraph, [56.0, 312.0, 161.0, 18.0], shoonya_11sLRPBIUYGTZ1, 6515295]
[paragraph, [56.0, 330.0, 161.0, 18.0], shoonya_11sLRPBIUYGTZ1, 6515295]
[paragraph, [57.0, 362.0, 107.0, 18.0], shoonya_9sBYE6K0MTVLR7, 6515295]
[paragraph, [57.0, 380.0, 107.0, 18.0], shoonya_9sBYE6K0MTVLR7, 6515295]
[paragraph, [57.0, 398.0, 107.0, 18.0], shoonya_9sBYE6K0MTVLR7, 6515295]
[paragraph, [57.0, 416.0, 107.0, 18.0], shoonya_9sBYE6K0MTVLR7, 6515295]
[paragraph, [446.0, 362.0, 109.0, 18.0], shoonya_4sFF8T56LMDVE1, 6515295]
[paragraph, [446.0, 380.0, 109.0, 18.0], shoonya_4sFF8T56LMDVE1, 6515295]
[paragraph, [446.0, 398.0, 109.0, 18.0], shoonya_4sFF8T56LMDVE1, 6515295]
[paragraph, [446.0, 416.0, 109.0, 18.0], shoonya_4sFF8T56LMDVE1, 6515295]
[paragraph, [446.0, 434.0, 109.0, 18.0], shoonya_4sFF8T56LMDVE1, 6515295]
[paragraph, [446.0, 452.0, 109.0, 18.0], shoonya_4sFF8T56LMDVE1, 6515295]
[paragraph, [58.0, 440.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 458.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 476.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 494.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 512.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 530.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 548.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 566.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 584.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [58.0, 602.0, 108.0, 18.0], shoonya_8sBJQ71XAR8KUP, 6515295]
[paragraph, [444.0, 478.0, 110.0, 18.0], shoonya_5sAFHM5LOHD10N, 6515295]
[paragraph, [444.0, 496.0, 110.0, 18.0], shoonya_5sAFHM5LOHD10N, 6515295]
[paragraph, [444.0, 514.0, 110.0, 18.0], shoonya_5sAFHM5LOHD10N, 6515295]
[paragraph, [444.0, 532.0, 110.0, 18.0], shoonya_5sAFHM5LOHD10N, 6515295]
[paragraph, [444.0, 550.0, 110.0, 18.0], shoonya_5sAFHM5LOHD10N, 6515295]
[paragraph, [444.0, 568.0, 110.0, 18.0], shoonya_5sAFHM5LOHD10N, 6515295]
[sidebar, [223.0, 606.0, 156.0, 18.0], shoonya_10s9J6L3Q1IDMD, 6515295]
[sidebar, [223.0, 624.0, 156.0, 18.0], shoonya_10s9J6L3Q1IDMD, 6515295]
[sidebar, [223.0, 642.0, 156.0, 18.0], shoonya_10s9J6L3Q1IDMD, 6515295]
[sidebar, [223.0, 660.0, 156.0, 18.0], shoonya_10s9J6L3Q1IDMD, 6515295]
[sidebar, [223.0, 678.0, 156.0, 18.0], shoonya_10s9J6L3Q1IDMD, 6515295]
[sidebar, [223.0, 696.0, 156.0, 18.0], shoonya_10s9J6L3Q1IDMD, 6515295]
[sidebar, [223.0, 714.0, 156.0, 18.0], shoonya_10s9J6L3Q1IDMD, 6515295]
[paragraph, [392.0, 609.0, 161.0, 18.0], shoonya_6sPP2N2NZ1M49K, 6515295]
[paragraph, [392.0, 627.0, 161.0, 18.0], shoonya_6sPP2N2NZ1M49K, 6515295]
[paragraph, [392.0, 645.0, 161.0, 18.0], shoonya_6sPP2N2NZ1M49K, 6515295]
[paragraph, [392.0, 663.0, 161.0, 18.0], shoonya_6sPP2N2NZ1M49K, 6515295]
[paragraph, [392.0, 681.0, 161.0, 18.0], shoonya_6sPP2N2NZ1M49K, 6515295]
[paragraph, [58.0, 621.0, 160.0, 18.0], shoonya_3s659OI2P7JRAX, 6515295]
[paragraph, [58.0, 639.0, 160.0, 18.0], shoonya_3s659OI2P7JRAX, 6515295]
[paragraph, [58.0, 657.0, 160.0, 18.0], shoonya_3s659OI2P7JRAX, 6515295]
[paragraph, [58.0, 675.0, 160.0, 18.0], shoonya_3s659OI2P7JRAX, 6515295]
[paragraph, [58.0, 693.0, 160.0, 18.0], shoonya_3s659OI2P7JRAX, 6515295]
[paragraph, [58.0, 711.0, 160.0, 18.0], shoonya_3s659OI2P7JRAX, 6515295]
[paragraph, [58.0, 729.0, 160.0, 18.0], shoonya_3s659OI2P7JRAX, 6515295]
[contact-info, [425.0, 717.0, 128.0, 18.0], zKukrlzPpW, 6515295]
