[1625, 1211]
[paragraph, [74.0, 81.0, 344.0, 36.0], hqmJhlVaEJ, 5742542]
[paragraph, [74.0, 117.0, 344.0, 36.0], hqmJhlVaEJ, 5742542]
[paragraph, [74.0, 153.0, 344.0, 36.0], hqmJhlVaEJ, 5742542]
[paragraph, [74.0, 189.0, 344.0, 36.0], hqmJhlVaEJ, 5742542]
[paragraph, [74.0, 225.0, 344.0, 36.0], hqmJhlVaEJ, 5742542]
[paragraph, [438.0, 81.0, 334.0, 36.0], sknERyVX2t, 5742542]
[paragraph, [789.0, 84.0, 344.0, 36.0], WtE1kX4PAr, 5742542]
[paragraph, [795.0, 154.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [795.0, 190.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [795.0, 226.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [795.0, 262.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [795.0, 298.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [795.0, 334.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [795.0, 370.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [795.0, 406.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [795.0, 442.0, 341.0, 36.0], wPZNT9FM4C, 5742542]
[paragraph, [432.0, 160.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 196.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 232.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 268.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 304.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 340.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 376.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 412.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 448.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 484.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [432.0, 520.0, 344.0, 36.0], CBXvxLndd5, 5742542]
[paragraph, [65.0, 302.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 338.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 374.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 410.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 446.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 482.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 518.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 554.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 590.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 626.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 662.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 698.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 734.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 770.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 806.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 842.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 878.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 914.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 950.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[paragraph, [65.0, 986.0, 352.0, 36.0], k8U7GIPZVz, 5742542]
[headline, [801.0, 516.0, 325.0, 37.5], iqGRvksnUo, 5742542]
[paragraph, [430.0, 589.0, 341.0, 36.0], 1KzUO33dyA, 5742542]
[paragraph, [430.0, 625.0, 341.0, 36.0], 1KzUO33dyA, 5742542]
[paragraph, [430.0, 661.0, 341.0, 36.0], 1KzUO33dyA, 5742542]
[paragraph, [430.0, 697.0, 341.0, 36.0], 1KzUO33dyA, 5742542]
[paragraph, [430.0, 733.0, 341.0, 36.0], 1KzUO33dyA, 5742542]
[paragraph, [793.0, 598.0, 340.0, 36.0], P2cWeXpnLX, 5742542]
[paragraph, [793.0, 634.0, 340.0, 36.0], P2cWeXpnLX, 5742542]
[paragraph, [793.0, 670.0, 340.0, 36.0], P2cWeXpnLX, 5742542]
[paragraph, [793.0, 716.0, 353.0, 36.0], PZMpLu0ZRt, 5742542]
[paragraph, [793.0, 752.0, 353.0, 36.0], PZMpLu0ZRt, 5742542]
[paragraph, [793.0, 788.0, 353.0, 36.0], PZMpLu0ZRt, 5742542]
[paragraph, [793.0, 824.0, 353.0, 36.0], PZMpLu0ZRt, 5742542]
[paragraph, [793.0, 860.0, 353.0, 36.0], PZMpLu0ZRt, 5742542]
[paragraph, [793.0, 896.0, 353.0, 36.0], PZMpLu0ZRt, 5742542]
[paragraph, [432.0, 817.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [432.0, 853.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [432.0, 889.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [432.0, 925.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [432.0, 961.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [432.0, 997.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [432.0, 1033.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [432.0, 1069.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [432.0, 1105.0, 352.0, 36.0], iKaPf2ItnT, 5742542]
[paragraph, [790.0, 952.0, 343.0, 36.0], krShM7fDQX, 5742542]
[paragraph, [790.0, 988.0, 343.0, 36.0], krShM7fDQX, 5742542]
[paragraph, [790.0, 1024.0, 343.0, 36.0], krShM7fDQX, 5742542]
[paragraph, [72.0, 1064.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1100.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1136.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1172.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1208.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1244.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1280.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1316.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1352.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1388.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1424.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [72.0, 1460.0, 352.0, 36.0], f7rBv4DUqF, 5742542]
[paragraph, [792.0, 1101.0, 340.0, 36.0], KkJ3V71y_K, 5742542]
[paragraph, [792.0, 1137.0, 340.0, 36.0], KkJ3V71y_K, 5742542]
[paragraph, [432.0, 1145.0, 346.0, 36.0], nPwUiFyB-h, 5742542]
[paragraph, [432.0, 1181.0, 346.0, 36.0], nPwUiFyB-h, 5742542]
[paragraph, [432.0, 1217.0, 346.0, 36.0], nPwUiFyB-h, 5742542]
[paragraph, [432.0, 1253.0, 346.0, 36.0], nPwUiFyB-h, 5742542]
[paragraph, [432.0, 1289.0, 346.0, 36.0], nPwUiFyB-h, 5742542]
[paragraph, [795.0, 1176.0, 350.0, 36.0], jbwPz-74T4, 5742542]
[paragraph, [795.0, 1212.0, 350.0, 36.0], jbwPz-74T4, 5742542]
[paragraph, [795.0, 1248.0, 350.0, 36.0], jbwPz-74T4, 5742542]
[paragraph, [795.0, 1284.0, 350.0, 36.0], jbwPz-74T4, 5742542]
[paragraph, [795.0, 1320.0, 350.0, 36.0], jbwPz-74T4, 5742542]
[paragraph, [427.0, 1345.0, 366.0, 36.0], CZb4qApktu, 5742542]
[paragraph, [427.0, 1381.0, 366.0, 36.0], CZb4qApktu, 5742542]
[paragraph, [427.0, 1417.0, 366.0, 36.0], CZb4qApktu, 5742542]
[paragraph, [427.0, 1453.0, 366.0, 36.0], CZb4qApktu, 5742542]
[paragraph, [799.0, 1358.0, 340.0, 36.0], 19-hxg775b, 5742542]
[paragraph, [799.0, 1394.0, 340.0, 36.0], 19-hxg775b, 5742542]
