[567, 454]
[chapter-title, [296.0, 150.0, 100.0, 30.0], shoonya_6sYJQ11GO0AMZG, 6460364]
[paragraph, [225.0, 196.0, 189.0, 18.0], shoonya_3sI04OZBV8KXY7, 6460364]
[paragraph, [225.0, 214.0, 189.0, 18.0], shoonya_3sI04OZBV8KXY7, 6460364]
[paragraph, [225.0, 232.0, 189.0, 18.0], shoonya_3sI04OZBV8KXY7, 6460364]
[paragraph, [225.0, 250.0, 189.0, 18.0], shoonya_3sI04OZBV8KXY7, 6460364]
[paragraph, [34.0, 198.0, 189.0, 18.0], shoonya_5s06PDJE5BK96E, 6460364]
[paragraph, [34.0, 216.0, 189.0, 18.0], shoonya_5s06PDJE5BK96E, 6460364]
[paragraph, [34.0, 234.0, 189.0, 18.0], shoonya_5s06PDJE5BK96E, 6460364]
[paragraph, [34.0, 252.0, 189.0, 18.0], shoonya_5s06PDJE5BK96E, 6460364]
[paragraph, [225.0, 271.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 289.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 307.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 325.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 343.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 361.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 379.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 397.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 415.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 433.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 451.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 469.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [225.0, 487.0, 189.0, 18.0], shoonya_0sP27FWE7OAJKK, 6460364]
[paragraph, [35.0, 273.0, 187.0, 18.0], shoonya_2s6LXN5F3HPRAK, 6460364]
[paragraph, [35.0, 291.0, 187.0, 18.0], shoonya_2s6LXN5F3HPRAK, 6460364]
[paragraph, [35.0, 309.0, 187.0, 18.0], shoonya_2s6LXN5F3HPRAK, 6460364]
[paragraph, [34.0, 328.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 346.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 364.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 382.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 400.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 418.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 436.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 454.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 472.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[paragraph, [34.0, 490.0, 189.0, 18.0], shoonya_1sRLP31C4F2FK3, 6460364]
[folio, [187.0, 518.0, 72.0, 18.0], 8hwV24m8Hk, 6460364]
