[2337, 1653]
[paragraph, [139.0, 152.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 188.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 224.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 260.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 296.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 332.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 368.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 404.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 440.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 476.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 512.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [139.0, 548.0, 1385.0, 36.0], shoonya_0sKILGFSB6FH2J, 5752233]
[paragraph, [131.0, 1190.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1226.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1262.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1298.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1334.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1370.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1406.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1442.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1478.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1514.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1550.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1586.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1622.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1658.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1694.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1730.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1766.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1802.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1838.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1874.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1910.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1946.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 1982.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 2018.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
[paragraph, [131.0, 2054.0, 1391.0, 36.0], shoonya_4sZ57M3DY0SUI3, 5752233]
