[1320, 1176]
[folio, [944.0, 57.0, 160.0, 18.0], Row5GRyU0a, 5694076]
[folio, [944.0, 75.0, 160.0, 18.0], Row5GRyU0a, 5694076]
[folio, [944.0, 93.0, 160.0, 18.0], Row5GRyU0a, 5694076]
[folio, [944.0, 111.0, 160.0, 18.0], Row5GRyU0a, 5694076]
[paragraph, [766.0, 154.0, 338.0, 18.0], LI2jqw2vJb, 5694076]
[paragraph, [766.0, 172.0, 338.0, 18.0], LI2jqw2vJb, 5694076]
[paragraph, [766.0, 190.0, 338.0, 18.0], LI2jqw2vJb, 5694076]
[paragraph, [419.0, 157.0, 338.0, 18.0], shoonya_3sT3D379U7WOTU, 5694076]
[paragraph, [419.0, 175.0, 338.0, 18.0], shoonya_3sT3D379U7WOTU, 5694076]
[paragraph, [419.0, 193.0, 338.0, 18.0], shoonya_3sT3D379U7WOTU, 5694076]
[paragraph, [69.0, 158.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 176.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 194.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 212.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 230.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 248.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 266.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 284.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 302.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 320.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 338.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [69.0, 356.0, 339.0, 18.0], khot8QJ0zP, 5694076]
[paragraph, [760.0, 213.0, 344.0, 18.0], lEn0HnFn-4, 5694076]
[paragraph, [760.0, 231.0, 344.0, 18.0], lEn0HnFn-4, 5694076]
[paragraph, [760.0, 249.0, 344.0, 18.0], lEn0HnFn-4, 5694076]
[paragraph, [760.0, 267.0, 344.0, 18.0], lEn0HnFn-4, 5694076]
[paragraph, [419.0, 218.0, 330.0, 18.0], FJENxJJ1gr, 5694076]
[paragraph, [419.0, 236.0, 330.0, 18.0], FJENxJJ1gr, 5694076]
[paragraph, [419.0, 254.0, 330.0, 18.0], FJENxJJ1gr, 5694076]
[paragraph, [418.0, 277.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [418.0, 295.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [418.0, 313.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [418.0, 331.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [418.0, 349.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [418.0, 367.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [418.0, 385.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [418.0, 403.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [418.0, 421.0, 335.0, 18.0], -McjNEBxIW, 5694076]
[paragraph, [762.0, 299.0, 342.0, 18.0], 6Vv7lxvZOX, 5694076]
[paragraph, [762.0, 317.0, 342.0, 18.0], 6Vv7lxvZOX, 5694076]
[paragraph, [762.0, 335.0, 342.0, 18.0], 6Vv7lxvZOX, 5694076]
[paragraph, [762.0, 353.0, 342.0, 18.0], 6Vv7lxvZOX, 5694076]
[paragraph, [762.0, 371.0, 342.0, 18.0], 6Vv7lxvZOX, 5694076]
[paragraph, [762.0, 389.0, 342.0, 18.0], 6Vv7lxvZOX, 5694076]
[paragraph, [72.0, 396.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 414.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 432.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 450.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 468.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 486.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 504.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 522.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 540.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [72.0, 558.0, 339.0, 18.0], p-Kx-CxwS_, 5694076]
[paragraph, [768.0, 416.0, 332.0, 18.0], LStu_sm346, 5694076]
[paragraph, [768.0, 434.0, 332.0, 18.0], LStu_sm346, 5694076]
[paragraph, [768.0, 452.0, 332.0, 18.0], LStu_sm346, 5694076]
[paragraph, [768.0, 470.0, 332.0, 18.0], LStu_sm346, 5694076]
[paragraph, [768.0, 488.0, 332.0, 18.0], LStu_sm346, 5694076]
[paragraph, [768.0, 506.0, 332.0, 18.0], LStu_sm346, 5694076]
[paragraph, [419.0, 447.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 465.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 483.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 501.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 519.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 537.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 555.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 573.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 591.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 609.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 627.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[paragraph, [419.0, 645.0, 336.0, 18.0], xzmiG1BR4r, 5694076]
[folio, [980.0, 535.0, 93.0, 18.0], xbblURGT6J, 5694076]
[paragraph, [74.0, 596.0, 338.0, 18.0], 6cuTgUvy4l, 5694076]
[paragraph, [74.0, 614.0, 338.0, 18.0], 6cuTgUvy4l, 5694076]
[paragraph, [74.0, 632.0, 338.0, 18.0], 6cuTgUvy4l, 5694076]
[paragraph, [74.0, 650.0, 338.0, 18.0], 6cuTgUvy4l, 5694076]
[paragraph, [74.0, 668.0, 338.0, 18.0], 6cuTgUvy4l, 5694076]
[paragraph, [74.0, 686.0, 338.0, 18.0], 6cuTgUvy4l, 5694076]
[paragraph, [74.0, 704.0, 338.0, 18.0], 6cuTgUvy4l, 5694076]
[paragraph, [427.0, 677.0, 333.0, 18.0], VmfjMpfH0P, 5694076]
[paragraph, [427.0, 695.0, 333.0, 18.0], VmfjMpfH0P, 5694076]
[paragraph, [427.0, 713.0, 333.0, 18.0], VmfjMpfH0P, 5694076]
[paragraph, [427.0, 731.0, 333.0, 18.0], VmfjMpfH0P, 5694076]
[paragraph, [427.0, 749.0, 333.0, 18.0], VmfjMpfH0P, 5694076]
[paragraph, [427.0, 767.0, 333.0, 18.0], VmfjMpfH0P, 5694076]
[paragraph, [74.0, 740.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [74.0, 758.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [74.0, 776.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [74.0, 794.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [74.0, 812.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [74.0, 830.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [74.0, 848.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [74.0, 866.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [74.0, 884.0, 335.0, 18.0], 5aYyM9_-EK, 5694076]
[paragraph, [427.0, 793.0, 332.0, 18.0], OGO4yU15TY, 5694076]
[paragraph, [427.0, 811.0, 332.0, 18.0], OGO4yU15TY, 5694076]
[paragraph, [427.0, 829.0, 332.0, 18.0], OGO4yU15TY, 5694076]
[paragraph, [427.0, 847.0, 332.0, 18.0], OGO4yU15TY, 5694076]
[paragraph, [427.0, 865.0, 332.0, 18.0], OGO4yU15TY, 5694076]
[paragraph, [427.0, 883.0, 332.0, 18.0], OGO4yU15TY, 5694076]
[paragraph, [422.0, 907.0, 335.0, 18.0], shoonya_2sQQTR3TZINUQG, 5694076]
