[1787, 1218]
[author, [718.0, 256.0, 371.0, 36.0], IYmrvzZ3Zk, 5652120]
[paragraph, [168.0, 425.0, 431.0, 36.0], 2AI83BMxm0, 5652120]
[paragraph, [168.0, 461.0, 431.0, 36.0], 2AI83BMxm0, 5652120]
[paragraph, [302.0, 539.0, 436.0, 36.0], SXu-oxuZ4u, 5652120]
[paragraph, [302.0, 575.0, 436.0, 36.0], SXu-oxuZ4u, 5652120]
[paragraph, [302.0, 611.0, 436.0, 36.0], SXu-oxuZ4u, 5652120]
[paragraph, [302.0, 647.0, 436.0, 36.0], SXu-oxuZ4u, 5652120]
[paragraph, [499.0, 688.0, 405.0, 36.0], 3659j7lzST, 5652120]
[paragraph, [499.0, 724.0, 405.0, 36.0], 3659j7lzST, 5652120]
[paragraph, [499.0, 760.0, 405.0, 36.0], 3659j7lzST, 5652120]
[paragraph, [219.0, 831.0, 420.0, 36.0], BzYy_-mP7A, 5652120]
[paragraph, [219.0, 867.0, 420.0, 36.0], BzYy_-mP7A, 5652120]
[paragraph, [219.0, 903.0, 420.0, 36.0], BzYy_-mP7A, 5652120]
[paragraph, [219.0, 939.0, 420.0, 36.0], BzYy_-mP7A, 5652120]
[paragraph, [437.0, 984.0, 357.0, 36.0], sNM2Df5Zfz, 5652120]
[paragraph, [437.0, 1020.0, 357.0, 36.0], sNM2Df5Zfz, 5652120]
[paragraph, [437.0, 1056.0, 357.0, 36.0], sNM2Df5Zfz, 5652120]
[paragraph, [314.0, 1129.0, 446.0, 36.0], NPgs2cH_So, 5652120]
[paragraph, [314.0, 1165.0, 446.0, 36.0], NPgs2cH_So, 5652120]
[paragraph, [314.0, 1201.0, 446.0, 36.0], NPgs2cH_So, 5652120]
[paragraph, [314.0, 1237.0, 446.0, 36.0], NPgs2cH_So, 5652120]
[paragraph, [314.0, 1273.0, 446.0, 36.0], NPgs2cH_So, 5652120]
[footnote, [499.0, 1608.0, 221.0, 36.0], wemdS63SON, 5652120]
