[985, 609]
[folio, [267.0, 49.0, 106.0, 18.0], ceVBJXc8Vq, 5756979]
[ordered-list, [82.0, 82.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 100.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 118.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 136.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 154.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 172.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 190.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 208.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 226.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 244.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 262.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 280.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 298.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 316.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 334.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 352.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 370.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 388.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 406.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 424.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 442.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 460.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 478.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 496.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 514.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 532.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 550.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 568.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 586.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 604.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 622.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 640.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 658.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 676.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 694.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 712.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 730.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 748.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 766.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 784.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 802.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 820.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 838.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 856.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[ordered-list, [82.0, 874.0, 490.0, 18.0], BDxFVGvx7a, 5756979]
[sub-ordered-list, [124.0, 97.0, 423.0, 18.0], LNG1s426Tp, 5756979]
[sub-ordered-list, [124.0, 115.0, 423.0, 18.0], LNG1s426Tp, 5756979]
[sub-ordered-list, [124.0, 133.0, 423.0, 18.0], LNG1s426Tp, 5756979]
[sub-ordered-list, [124.0, 151.0, 423.0, 18.0], LNG1s426Tp, 5756979]
[sub-ordered-list, [109.0, 196.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 214.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 232.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 250.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 268.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 286.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 304.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 322.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
[sub-ordered-list, [109.0, 340.0, 448.0, 18.0], nBqjiOPSoe, 5756979]
