[1242, 855]
[paragraph, [155.0, 82.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 100.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 118.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 136.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 154.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 172.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 190.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 208.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 226.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 244.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [155.0, 262.0, 630.0, 18.0], shoonya_1s6ZBRORYLS7JV, 5775857]
[paragraph, [159.0, 286.0, 624.0, 18.0], shoonya_5s3735WCKCNN0P, 5775857]
[paragraph, [159.0, 304.0, 624.0, 18.0], shoonya_5s3735WCKCNN0P, 5775857]
[paragraph, [159.0, 322.0, 624.0, 18.0], shoonya_5s3735WCKCNN0P, 5775857]
[paragraph, [159.0, 340.0, 624.0, 18.0], shoonya_5s3735WCKCNN0P, 5775857]
[paragraph, [159.0, 358.0, 624.0, 18.0], shoonya_5s3735WCKCNN0P, 5775857]
[paragraph, [156.0, 389.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [156.0, 407.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [156.0, 425.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [156.0, 443.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [156.0, 461.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [156.0, 479.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [156.0, 497.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [156.0, 515.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [156.0, 533.0, 628.0, 18.0], shoonya_6sCSLQINRMTO6T, 5775857]
[paragraph, [158.0, 563.0, 626.0, 18.0], shoonya_3sOOIWBTU0J11R, 5775857]
[paragraph, [158.0, 581.0, 626.0, 18.0], shoonya_3sOOIWBTU0J11R, 5775857]
[paragraph, [158.0, 599.0, 626.0, 18.0], shoonya_3sOOIWBTU0J11R, 5775857]
[paragraph, [158.0, 617.0, 626.0, 18.0], shoonya_3sOOIWBTU0J11R, 5775857]
[paragraph, [158.0, 635.0, 626.0, 18.0], shoonya_3sOOIWBTU0J11R, 5775857]
[paragraph, [178.0, 662.0, 295.0, 18.0], shoonya_12s6ONDURKIH91, 5775857]
[paragraph, [160.0, 688.0, 624.0, 18.0], shoonya_8s2GWBR4F2CSX9, 5775857]
[paragraph, [160.0, 706.0, 624.0, 18.0], shoonya_8s2GWBR4F2CSX9, 5775857]
[paragraph, [172.0, 737.0, 457.0, 18.0], shoonya_9sZNYXWAWO9EBN, 5775857]
[paragraph, [158.0, 762.0, 626.0, 18.0], shoonya_4sGI35RXSEFP63, 5775857]
[paragraph, [158.0, 780.0, 626.0, 18.0], shoonya_4sGI35RXSEFP63, 5775857]
[paragraph, [178.0, 810.0, 527.0, 18.0], shoonya_10sH475G8OB3XY, 5775857]
[paragraph, [182.0, 836.0, 525.0, 18.0], shoonya_11s4JHBSD1IJG0, 5775857]
[paragraph, [159.0, 863.0, 626.0, 18.0], shoonya_2sP73RH4X6GI5U, 5775857]
[paragraph, [159.0, 881.0, 626.0, 18.0], shoonya_2sP73RH4X6GI5U, 5775857]
[paragraph, [159.0, 899.0, 626.0, 18.0], shoonya_2sP73RH4X6GI5U, 5775857]
[paragraph, [159.0, 917.0, 626.0, 18.0], shoonya_2sP73RH4X6GI5U, 5775857]
[paragraph, [159.0, 935.0, 626.0, 18.0], shoonya_2sP73RH4X6GI5U, 5775857]
[paragraph, [159.0, 961.0, 626.0, 18.0], shoonya_0sW8CFJXX1HGL5, 5775857]
[paragraph, [159.0, 979.0, 626.0, 18.0], shoonya_0sW8CFJXX1HGL5, 5775857]
[paragraph, [159.0, 997.0, 626.0, 18.0], shoonya_0sW8CFJXX1HGL5, 5775857]
[paragraph, [159.0, 1015.0, 626.0, 18.0], shoonya_0sW8CFJXX1HGL5, 5775857]
[paragraph, [159.0, 1033.0, 626.0, 18.0], shoonya_0sW8CFJXX1HGL5, 5775857]
[paragraph, [160.0, 1062.0, 621.0, 18.0], shoonya_7sERPLXRT5GP43, 5775857]
[paragraph, [160.0, 1080.0, 621.0, 18.0], shoonya_7sERPLXRT5GP43, 5775857]
