[1298, 853]
[section-title, [339.0, 70.0, 173.0, 30.0], shoonya_3s111AFLK81V3P, 5709595]
[paragraph, [68.0, 121.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 139.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 157.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 175.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 193.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 211.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 229.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 247.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 265.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 283.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 301.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 319.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 337.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 355.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 373.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 391.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 409.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 427.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 445.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [68.0, 463.0, 715.0, 18.0], shoonya_2s7TNI9LZV0KOQ, 5709595]
[paragraph, [70.0, 490.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 508.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 526.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 544.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 562.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 580.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 598.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 616.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 634.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 652.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [70.0, 670.0, 712.0, 18.0], shoonya_1s9PVAN7ARA7T6, 5709595]
[paragraph, [69.0, 696.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 714.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 732.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 750.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 768.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 786.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 804.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 822.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 840.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 858.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 876.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 894.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 912.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 930.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 948.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 966.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
[paragraph, [69.0, 984.0, 717.0, 18.0], shoonya_0s46CDKZ9YR1N7, 5709595]
