[595, 454]
[chapter-title, [252.0, 144.0, 164.0, 30.0], MDM1-8rFUr, 6460293]
[paragraph, [27.0, 196.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 214.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 232.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 250.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 268.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 286.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 304.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 322.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 340.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 358.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 376.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 394.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 412.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 430.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 448.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 466.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [27.0, 484.0, 200.0, 18.0], 3Ug67qBUUo, 6460293]
[paragraph, [230.0, 197.0, 201.0, 18.0], aBCmXvSV7w, 6460293]
[paragraph, [230.0, 215.0, 201.0, 18.0], aBCmXvSV7w, 6460293]
[paragraph, [230.0, 233.0, 201.0, 18.0], aBCmXvSV7w, 6460293]
[paragraph, [229.0, 258.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 276.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 294.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 312.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 330.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 348.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 366.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 384.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 402.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [229.0, 420.0, 200.0, 18.0], c8_Fybi4jZ, 6460293]
[paragraph, [228.0, 456.0, 205.0, 18.0], EKeMc3At-g, 6460293]
[paragraph, [228.0, 474.0, 205.0, 18.0], EKeMc3At-g, 6460293]
[paragraph, [228.0, 492.0, 205.0, 18.0], EKeMc3At-g, 6460293]
[paragraph, [228.0, 510.0, 205.0, 18.0], EKeMc3At-g, 6460293]
[paragraph, [29.0, 514.0, 198.0, 18.0], MO48c1NT7v, 6460293]
[folio, [191.0, 541.0, 70.0, 18.0], Yk8-bZka7b, 6460293]
