[1461, 1106]
[section-title, [118.0, 118.0, 459.0, 30.0], shoonya_4sROAUA7AZFYGI, 5759190]
[sub-section-title, [645.0, 172.0, 211.0, 25.5], shoonya_3sWKE2O8AHFULE, 5759190]
[sub-section-title, [199.0, 177.0, 241.0, 25.5], 2mJt4AH61e, 5759190]
[unordered-list, [148.0, 218.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 236.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 254.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 272.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 290.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 308.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 326.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 344.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 362.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 380.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 398.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 416.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 434.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 452.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 470.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 488.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 506.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [148.0, 524.0, 387.0, 18.0], shoonya_1s260RZ216SY20, 5759190]
[unordered-list, [556.0, 228.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 246.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 264.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 282.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 300.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 318.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 336.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 354.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 372.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 390.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 408.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 426.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 444.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 462.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 480.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 498.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[unordered-list, [556.0, 516.0, 384.0, 18.0], yjuvDX-8vc, 5759190]
[paragraph, [119.0, 556.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 574.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 592.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 610.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 628.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 646.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 664.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 682.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 700.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 718.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 736.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [119.0, 754.0, 848.0, 18.0], FC0wULCLRv, 5759190]
[paragraph, [122.0, 796.0, 466.0, 18.0], shoonya_2s4WQMUWTYPMXC, 5759190]
[paragraph, [122.0, 814.0, 466.0, 18.0], shoonya_2s4WQMUWTYPMXC, 5759190]
[unordered-list, [154.0, 847.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 865.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 883.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 901.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 919.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 937.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 955.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 973.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 991.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 1009.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 1027.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 1045.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 1063.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
[unordered-list, [154.0, 1081.0, 776.0, 18.0], shoonya_5sI14UUHLU3NFI, 5759190]
