[1425, 1088]
[section-title, [145.0, 108.0, 843.0, 30.0], shoonya_8s1J2FAHPE6LU5, 5759013]
[section-title, [145.0, 138.0, 843.0, 30.0], shoonya_8s1J2FAHPE6LU5, 5759013]
[unordered-list, [142.0, 194.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 212.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 230.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 248.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 266.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 284.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 302.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 320.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 338.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 356.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 374.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 392.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 410.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[unordered-list, [142.0, 428.0, 845.0, 18.0], shoonya_0sZCIDPNSD2JJB, 5759013]
[section-title, [250.0, 525.0, 164.0, 30.0], b_0Z-8QtaS, 5759013]
[paragraph, [155.0, 574.0, 817.0, 18.0], HM3Vb_vtW8, 5759013]
[paragraph, [155.0, 592.0, 817.0, 18.0], HM3Vb_vtW8, 5759013]
[paragraph, [155.0, 610.0, 817.0, 18.0], HM3Vb_vtW8, 5759013]
[section-title, [239.0, 701.0, 483.0, 30.0], shoonya_6sUWHFGX1UU94W, 5759013]
[paragraph, [133.0, 777.0, 851.0, 18.0], shoonya_3s2DKTM0EIFGAD, 5759013]
[paragraph, [133.0, 795.0, 851.0, 18.0], shoonya_3s2DKTM0EIFGAD, 5759013]
[paragraph, [133.0, 813.0, 851.0, 18.0], shoonya_3s2DKTM0EIFGAD, 5759013]
[paragraph, [133.0, 831.0, 851.0, 18.0], shoonya_3s2DKTM0EIFGAD, 5759013]
[paragraph, [133.0, 849.0, 851.0, 18.0], shoonya_3s2DKTM0EIFGAD, 5759013]
[paragraph, [133.0, 867.0, 851.0, 18.0], shoonya_3s2DKTM0EIFGAD, 5759013]
[paragraph, [133.0, 885.0, 851.0, 18.0], shoonya_3s2DKTM0EIFGAD, 5759013]
[paragraph, [133.0, 903.0, 851.0, 18.0], shoonya_3s2DKTM0EIFGAD, 5759013]
[paragraph, [154.0, 963.0, 813.0, 18.0], shoonya_4sOP2S00NVQ33V, 5759013]
[paragraph, [154.0, 981.0, 813.0, 18.0], shoonya_4sOP2S00NVQ33V, 5759013]
[paragraph, [154.0, 999.0, 813.0, 18.0], shoonya_4sOP2S00NVQ33V, 5759013]
[paragraph, [154.0, 1017.0, 813.0, 18.0], shoonya_4sOP2S00NVQ33V, 5759013]
[paragraph, [154.0, 1035.0, 813.0, 18.0], shoonya_4sOP2S00NVQ33V, 5759013]
[folio, [824.0, 1348.0, 153.0, 18.0], shoonya_7sJOQKTIDHKVQB, 5759013]
