[1265, 884]
[chapter-title, [391.0, 46.0, 198.0, 30.0], shoonya_0s4I022LINBSKK, 5775723]
[paragraph, [153.0, 91.0, 674.0, 18.0], wU3-eHCNTF, 5775723]
[paragraph, [153.0, 109.0, 674.0, 18.0], wU3-eHCNTF, 5775723]
[paragraph, [151.0, 146.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 164.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 182.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 200.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 218.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 236.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 254.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 272.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 290.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 308.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 326.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 344.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 362.0, 675.0, 18.0], E5rK01vXWt, 5775723]
[paragraph, [151.0, 395.0, 674.0, 18.0], pNq-bksfZ-, 5775723]
[paragraph, [151.0, 413.0, 674.0, 18.0], pNq-bksfZ-, 5775723]
[paragraph, [152.0, 448.0, 670.0, 18.0], mAvOc9SGUD, 5775723]
[paragraph, [152.0, 466.0, 670.0, 18.0], mAvOc9SGUD, 5775723]
[paragraph, [151.0, 494.0, 467.0, 18.0], kWi9qZEGxo, 5775723]
[paragraph, [149.0, 520.0, 674.0, 18.0], 9Byhqn2Ajj, 5775723]
[paragraph, [149.0, 538.0, 674.0, 18.0], 9Byhqn2Ajj, 5775723]
[paragraph, [149.0, 556.0, 674.0, 18.0], 9Byhqn2Ajj, 5775723]
[paragraph, [149.0, 574.0, 674.0, 18.0], 9Byhqn2Ajj, 5775723]
[paragraph, [149.0, 592.0, 674.0, 18.0], 9Byhqn2Ajj, 5775723]
[paragraph, [151.0, 620.0, 669.0, 18.0], J5_KNQSLAq, 5775723]
[paragraph, [151.0, 638.0, 669.0, 18.0], J5_KNQSLAq, 5775723]
[paragraph, [148.0, 675.0, 574.0, 18.0], naJP3JBJzE, 5775723]
[paragraph, [147.0, 691.0, 672.0, 18.0], sTthAls95W, 5775723]
[paragraph, [153.0, 723.0, 257.0, 18.0], gNfnjn3rXU, 5775723]
[paragraph, [155.0, 744.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 762.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 780.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 798.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 816.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 834.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 852.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 870.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 888.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 906.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 924.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 942.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 960.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 978.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 996.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 1014.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 1032.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 1050.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 1068.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
[paragraph, [155.0, 1086.0, 669.0, 18.0], 4FYi7sZzNs, 5775723]
