[1650, 1275]
[chapter-title, [324.0, 233.0, 378.0, 58.5], shoonya_4s544YH1XB68K8, 6468582]
[author, [779.0, 351.0, 160.0, 36.0], ttKOzFXT1F, 6468582]
[paragraph, [84.0, 447.0, 867.0, 36.0], shoonya_1sKSSLSR8AG38R, 6468582]
[paragraph, [84.0, 483.0, 867.0, 36.0], shoonya_1sKSSLSR8AG38R, 6468582]
[paragraph, [84.0, 519.0, 867.0, 36.0], shoonya_1sKSSLSR8AG38R, 6468582]
[paragraph, [84.0, 555.0, 867.0, 36.0], shoonya_1sKSSLSR8AG38R, 6468582]
[paragraph, [84.0, 591.0, 867.0, 36.0], shoonya_1sKSSLSR8AG38R, 6468582]
[paragraph, [84.0, 627.0, 867.0, 36.0], shoonya_1sKSSLSR8AG38R, 6468582]
[paragraph, [84.0, 663.0, 867.0, 36.0], shoonya_1sKSSLSR8AG38R, 6468582]
[paragraph, [84.0, 699.0, 867.0, 36.0], shoonya_1sKSSLSR8AG38R, 6468582]
[paragraph, [85.0, 760.0, 862.0, 36.0], shoonya_0sVIM02QZB5V9P, 6468582]
[paragraph, [85.0, 796.0, 862.0, 36.0], shoonya_0sVIM02QZB5V9P, 6468582]
[paragraph, [85.0, 832.0, 862.0, 36.0], shoonya_0sVIM02QZB5V9P, 6468582]
[paragraph, [85.0, 868.0, 862.0, 36.0], shoonya_0sVIM02QZB5V9P, 6468582]
[paragraph, [85.0, 904.0, 862.0, 36.0], shoonya_0sVIM02QZB5V9P, 6468582]
[paragraph, [85.0, 940.0, 862.0, 36.0], shoonya_0sVIM02QZB5V9P, 6468582]
[paragraph, [85.0, 976.0, 862.0, 36.0], shoonya_0sVIM02QZB5V9P, 6468582]
[paragraph, [85.0, 1012.0, 862.0, 36.0], shoonya_0sVIM02QZB5V9P, 6468582]
[paragraph, [167.0, 1061.0, 679.0, 36.0], shoonya_7sOJ8LICXYTCD6, 6468582]
[paragraph, [85.0, 1118.0, 857.0, 36.0], shoonya_6s4C8ISCTWOBGV, 6468582]
[paragraph, [85.0, 1154.0, 857.0, 36.0], shoonya_6s4C8ISCTWOBGV, 6468582]
[paragraph, [86.0, 1221.0, 867.0, 36.0], shoonya_2sNEBH0DN7GLID, 6468582]
[paragraph, [86.0, 1257.0, 867.0, 36.0], shoonya_2sNEBH0DN7GLID, 6468582]
[paragraph, [86.0, 1293.0, 867.0, 36.0], shoonya_2sNEBH0DN7GLID, 6468582]
[paragraph, [86.0, 1329.0, 867.0, 36.0], shoonya_2sNEBH0DN7GLID, 6468582]
[paragraph, [86.0, 1365.0, 867.0, 36.0], shoonya_2sNEBH0DN7GLID, 6468582]
[paragraph, [86.0, 1401.0, 867.0, 36.0], shoonya_2sNEBH0DN7GLID, 6468582]
[paragraph, [86.0, 1437.0, 867.0, 36.0], shoonya_2sNEBH0DN7GLID, 6468582]
