[792, 612]
[folio, [416.0, 54.0, 111.0, 18.0], 1vItpsKBbG, 6491204]
[paragraph, [41.0, 75.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 93.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 111.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 129.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 147.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 165.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 183.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 201.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 219.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 237.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 255.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 273.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 291.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 309.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 327.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 345.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 363.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [41.0, 381.0, 272.0, 18.0], shoonya_0sLVJFN34F3WVR, 6491204]
[paragraph, [314.0, 82.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 100.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 118.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 136.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 154.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 172.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 190.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 208.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 226.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 244.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 262.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 280.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 298.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 316.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 334.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 352.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 370.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 388.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 406.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 424.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 442.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 460.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [314.0, 478.0, 252.0, 18.0], 7uxz2_w__w, 6491204]
[paragraph, [45.0, 425.0, 267.0, 18.0], CTyQD9Ft2v, 6491204]
