[2339, 1654]
[folio, [1332.0, 78.0, 221.0, 36.0], shoonya_2s9DOBHG3HU6TZ, 5750925]
[paragraph, [128.0, 115.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 151.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 187.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 223.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 259.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 295.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 331.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 367.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 403.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 439.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 475.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 511.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 547.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 583.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 619.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 655.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 691.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 727.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 763.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 799.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 835.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [128.0, 871.0, 1431.0, 36.0], shoonya_1s6KQ5SJNETCVP, 5750925]
[paragraph, [125.0, 938.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 974.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1010.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1046.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1082.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1118.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1154.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1190.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1226.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1262.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1298.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1334.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1370.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1406.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1442.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1478.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1514.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1550.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1586.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1622.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1658.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1694.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1730.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1766.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
[paragraph, [125.0, 1802.0, 1438.0, 36.0], shoonya_0s3FD6NTVU6AN1, 5750925]
