[1755, 1241]
[section-title, [494.0, 154.0, 264.0, 49.5], shoonya_2sAHHMZJQ4IEJ5, 5760560]
[paragraph, [316.0, 249.0, 682.0, 36.0], RGm-aU6mWm, 5760560]
[paragraph, [316.0, 285.0, 682.0, 36.0], RGm-aU6mWm, 5760560]
[paragraph, [316.0, 321.0, 682.0, 36.0], RGm-aU6mWm, 5760560]
[sidebar, [719.0, 383.0, 257.0, 36.0], 3X-VQ9Uwd5, 5760560]
[paragraph, [207.0, 442.0, 839.0, 36.0], wJRRhtY5Xo, 5760560]
[paragraph, [207.0, 478.0, 839.0, 36.0], wJRRhtY5Xo, 5760560]
[paragraph, [207.0, 514.0, 839.0, 36.0], wJRRhtY5Xo, 5760560]
[paragraph, [207.0, 550.0, 839.0, 36.0], wJRRhtY5Xo, 5760560]
[paragraph, [207.0, 586.0, 839.0, 36.0], wJRRhtY5Xo, 5760560]
[paragraph, [204.0, 636.0, 846.0, 36.0], shoonya_0s2IZGP7KFDD3K, 5760560]
[paragraph, [204.0, 672.0, 846.0, 36.0], shoonya_0s2IZGP7KFDD3K, 5760560]
[paragraph, [204.0, 708.0, 846.0, 36.0], shoonya_0s2IZGP7KFDD3K, 5760560]
[paragraph, [204.0, 744.0, 846.0, 36.0], shoonya_0s2IZGP7KFDD3K, 5760560]
[paragraph, [212.0, 796.0, 831.0, 36.0], z5lWkBcwRQ, 5760560]
[paragraph, [212.0, 832.0, 831.0, 36.0], z5lWkBcwRQ, 5760560]
[paragraph, [210.0, 879.0, 829.0, 36.0], rDOgbNBQ6u, 5760560]
[paragraph, [210.0, 915.0, 829.0, 36.0], rDOgbNBQ6u, 5760560]
[paragraph, [209.0, 963.0, 829.0, 36.0], gL8e-pwZ5D, 5760560]
[paragraph, [209.0, 999.0, 829.0, 36.0], gL8e-pwZ5D, 5760560]
[paragraph, [209.0, 1035.0, 829.0, 36.0], gL8e-pwZ5D, 5760560]
[paragraph, [209.0, 1071.0, 829.0, 36.0], gL8e-pwZ5D, 5760560]
[paragraph, [214.0, 1123.0, 822.0, 36.0], XNxlX1Bbt1, 5760560]
[paragraph, [214.0, 1159.0, 822.0, 36.0], XNxlX1Bbt1, 5760560]
[paragraph, [206.0, 1207.0, 829.0, 36.0], 5Q7b_VA6yz, 5760560]
[paragraph, [206.0, 1243.0, 829.0, 36.0], 5Q7b_VA6yz, 5760560]
[paragraph, [209.0, 1294.0, 831.0, 36.0], iu-2KNyDws, 5760560]
[paragraph, [209.0, 1330.0, 831.0, 36.0], iu-2KNyDws, 5760560]
[paragraph, [209.0, 1366.0, 831.0, 36.0], iu-2KNyDws, 5760560]
[paragraph, [209.0, 1402.0, 831.0, 36.0], iu-2KNyDws, 5760560]
[paragraph, [209.0, 1438.0, 831.0, 36.0], iu-2KNyDws, 5760560]
[paragraph, [209.0, 1474.0, 831.0, 36.0], iu-2KNyDws, 5760560]
[paragraph, [209.0, 1510.0, 831.0, 36.0], iu-2KNyDws, 5760560]
[paragraph, [207.0, 1560.0, 835.0, 36.0], shoonya_1sU1VQSMHAT7MA, 5760560]
[paragraph, [207.0, 1596.0, 835.0, 36.0], shoonya_1sU1VQSMHAT7MA, 5760560]
