[2339, 1654]
[chapter-title, [351.0, 55.0, 996.0, 70.5], cB5nvkxvQV, 5751403]
[paragraph, [260.0, 253.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 289.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 325.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 361.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 397.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 433.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 469.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 505.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 541.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 577.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 613.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 649.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 685.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 721.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 757.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 793.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 829.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [260.0, 865.0, 1169.0, 36.0], shoonya_2sE9LKJDHNO62N, 5751403]
[paragraph, [93.0, 965.0, 1484.0, 36.0], k3DIEjrmci, 5751403]
[paragraph, [93.0, 1001.0, 1484.0, 36.0], k3DIEjrmci, 5751403]
[paragraph, [93.0, 1037.0, 1484.0, 36.0], k3DIEjrmci, 5751403]
[paragraph, [93.0, 1073.0, 1484.0, 36.0], k3DIEjrmci, 5751403]
[paragraph, [93.0, 1109.0, 1484.0, 36.0], k3DIEjrmci, 5751403]
[paragraph, [260.0, 1158.0, 882.0, 36.0], IICSi0jWBj, 5751403]
[paragraph, [260.0, 1194.0, 882.0, 36.0], IICSi0jWBj, 5751403]
[reference, [1012.0, 1237.0, 395.0, 36.0], shoonya_1sL7A4EVLDVBBY, 5751403]
[paragraph, [116.0, 1303.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1339.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1375.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1411.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1447.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1483.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1519.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1555.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1591.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1627.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1663.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1699.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1735.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1771.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1807.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1843.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1879.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1915.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1951.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
[paragraph, [116.0, 1987.0, 1465.0, 36.0], shoonya_0sRXVNXS1D54FH, 5751403]
