[1571, 1128]
[section-title, [599.0, 185.0, 339.0, 49.5], EyRJWPGBJf, 6472579]
[placeholder-text, [136.0, 249.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 267.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 285.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 303.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 321.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 339.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 357.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 375.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 393.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 411.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 429.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 447.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 465.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 483.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 501.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 519.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 537.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 555.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 573.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 591.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 609.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 627.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[placeholder-text, [136.0, 645.0, 431.0, 18.0], 8IZfcJRCW3, 6472579]
[headline, [129.0, 937.0, 534.0, 37.5], shoonya_5sSZWHJTULHOI6, 6472579]
[unordered-list, [430.0, 983.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1019.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1055.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1091.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1127.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1163.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1199.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1235.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1271.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1307.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1343.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[unordered-list, [430.0, 1379.0, 301.0, 36.0], shoonya_2s9R8QWB4XLGLO, 6472579]
[paragraph, [127.0, 984.0, 259.0, 36.0], shoonya_7sCD0AZAWW7074, 6472579]
[unordered-list, [735.0, 989.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1025.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1061.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1097.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1133.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1169.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1205.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1241.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1277.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1313.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1349.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1385.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [735.0, 1421.0, 298.0, 36.0], shoonya_6s5CVFIROGA2Y2, 6472579]
[unordered-list, [123.0, 1088.0, 297.0, 36.0], shoonya_1sHLPXNRLJR0HW, 6472579]
[unordered-list, [123.0, 1124.0, 297.0, 36.0], shoonya_1sHLPXNRLJR0HW, 6472579]
[unordered-list, [123.0, 1160.0, 297.0, 36.0], shoonya_1sHLPXNRLJR0HW, 6472579]
