[2200, 1700]
[headline, [195.0, 191.0, 807.0, 67.5], shoonya_0s4UIP92Z1TXQQ, 5752256]
[paragraph, [185.0, 881.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 917.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 953.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 989.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 1025.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 1061.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 1097.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 1133.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 1169.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [185.0, 1205.0, 1306.0, 36.0], iQNISuekpQ, 5752256]
[paragraph, [187.0, 1282.0, 1295.0, 36.0], EOA01-pIYh, 5752256]
[paragraph, [187.0, 1318.0, 1295.0, 36.0], EOA01-pIYh, 5752256]
[paragraph, [187.0, 1354.0, 1295.0, 36.0], EOA01-pIYh, 5752256]
[paragraph, [187.0, 1390.0, 1295.0, 36.0], EOA01-pIYh, 5752256]
[paragraph, [187.0, 1426.0, 1295.0, 36.0], EOA01-pIYh, 5752256]
[paragraph, [187.0, 1462.0, 1295.0, 36.0], EOA01-pIYh, 5752256]
[paragraph, [187.0, 1498.0, 1295.0, 36.0], EOA01-pIYh, 5752256]
[paragraph, [187.0, 1534.0, 1295.0, 36.0], EOA01-pIYh, 5752256]
[paragraph, [170.0, 1734.0, 1352.0, 36.0], A_6Hbfq74R, 5752256]
[paragraph, [170.0, 1770.0, 1352.0, 36.0], A_6Hbfq74R, 5752256]
[paragraph, [170.0, 1806.0, 1352.0, 36.0], A_6Hbfq74R, 5752256]
[paragraph, [170.0, 1842.0, 1352.0, 36.0], A_6Hbfq74R, 5752256]
[paragraph, [170.0, 1878.0, 1352.0, 36.0], A_6Hbfq74R, 5752256]
[paragraph, [170.0, 1914.0, 1352.0, 36.0], A_6Hbfq74R, 5752256]
[folio, [357.0, 2004.0, 414.0, 36.0], IJdTioozxI, 5752256]
[folio, [923.0, 2010.0, 308.0, 36.0], shoonya_4sG9LEXT06F60B, 5752256]
