[6000, 4167]
[folio, [1140.0, 609.0, 1776.0, 52.5], MSGoS8KJRj, 5721216]
[folio, [1140.0, 661.5, 1776.0, 52.5], MSGoS8KJRj, 5721216]
[folio, [1140.0, 714.0, 1776.0, 52.5], MSGoS8KJRj, 5721216]
[paragraph, [581.0, 913.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 965.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1018.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1070.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1123.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1175.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1228.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1280.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1333.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1385.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1438.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1490.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1543.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1595.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1648.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1700.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1753.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1805.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1858.0, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [581.0, 1910.5, 2971.0, 52.5], shoonya_0sBIJMEMW54Z7A, 5721216]
[paragraph, [599.0, 1963.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2015.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2068.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2120.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2173.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2225.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2278.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2330.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2383.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2435.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2488.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2540.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2593.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2645.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2698.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2750.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2803.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2855.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2908.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 2960.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3013.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3065.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3118.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3170.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3223.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3275.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3328.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3380.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3433.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3485.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3538.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3590.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3643.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3695.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3748.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3800.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3853.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3905.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 3958.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4010.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4063.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4115.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4168.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4220.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4273.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4325.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4378.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4430.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4483.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4535.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4588.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4640.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4693.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4745.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4798.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4850.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4903.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 4955.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 5008.0, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[paragraph, [599.0, 5060.5, 2974.0, 52.5], zaYJfa2E5k, 5721216]
[footnote, [614.0, 5166.0, 2937.0, 52.5], h2eAXXMtNE, 5721216]
[footnote, [614.0, 5218.5, 2937.0, 52.5], h2eAXXMtNE, 5721216]
[footnote, [614.0, 5271.0, 2937.0, 52.5], h2eAXXMtNE, 5721216]
[footnote, [614.0, 5323.5, 2937.0, 52.5], h2eAXXMtNE, 5721216]
[footnote, [614.0, 5376.0, 2937.0, 52.5], h2eAXXMtNE, 5721216]
