[872, 605]
[ordered-list, [304.0, 77.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 95.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 113.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 131.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 149.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 167.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 185.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 203.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 221.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 239.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 257.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 275.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 293.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 311.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 329.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 347.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 365.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 383.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 401.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 419.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[ordered-list, [304.0, 437.0, 254.0, 18.0], u_mjxkhrkZ, 6457554]
[paragraph, [86.0, 80.0, 217.0, 18.0], 3uPpR4_ybP, 6457554]
[ordered-list, [56.0, 110.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 128.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 146.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 164.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 182.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 200.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 218.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 236.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 254.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 272.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 290.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 308.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 326.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 344.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 362.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 380.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 398.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 416.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 434.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 452.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 470.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 488.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 506.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 524.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 542.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 560.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 578.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 596.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 614.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 632.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 650.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 668.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 686.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 704.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 722.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 740.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[ordered-list, [56.0, 758.0, 246.0, 18.0], shoonya_0sK08R0MLGPQRG, 6457554]
[paragraph, [301.0, 471.0, 250.0, 18.0], Q-Xq1fcpXp, 6457554]
[paragraph, [301.0, 489.0, 250.0, 18.0], Q-Xq1fcpXp, 6457554]
[paragraph, [301.0, 507.0, 250.0, 18.0], Q-Xq1fcpXp, 6457554]
[paragraph, [301.0, 525.0, 250.0, 18.0], Q-Xq1fcpXp, 6457554]
[paragraph, [301.0, 543.0, 250.0, 18.0], Q-Xq1fcpXp, 6457554]
[paragraph, [301.0, 561.0, 250.0, 18.0], Q-Xq1fcpXp, 6457554]
[paragraph, [301.0, 579.0, 250.0, 18.0], Q-Xq1fcpXp, 6457554]
[paragraph, [301.0, 597.0, 250.0, 18.0], Q-Xq1fcpXp, 6457554]
[paragraph, [301.0, 615.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[paragraph, [301.0, 633.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[paragraph, [301.0, 651.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[paragraph, [301.0, 669.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[paragraph, [301.0, 687.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[paragraph, [301.0, 705.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[paragraph, [301.0, 723.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[paragraph, [301.0, 741.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[paragraph, [301.0, 759.0, 250.0, 18.0], P2AYw3z0-K, 6457554]
[folio, [52.0, 784.0, 50.0, 18.0], WsTkl-zOSB, 6457554]
