[2084, 1289]
[chapter-title, [512.0, 275.0, 277.0, 70.5], eV100XB_TO, 5661005]
[section-title, [433.0, 367.0, 453.0, 52.5], shoonya_2sL4N0SI6ZZ5ZJ, 5661005]
[paragraph, [130.0, 451.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 487.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 523.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 559.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 595.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 631.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 667.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 703.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 739.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 775.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 811.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 847.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 883.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 919.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 955.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 991.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1027.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1063.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1099.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1135.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1171.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1207.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1243.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1279.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1315.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1351.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1387.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[paragraph, [130.0, 1423.0, 1036.0, 36.0], shoonya_0sYC05FMD5EZEY, 5661005]
[section-title, [362.0, 1501.0, 543.0, 52.5], shoonya_6sT40PCNCKXCKC, 5661005]
[paragraph, [126.0, 1584.0, 1023.0, 36.0], shoonya_1sBN9R24PNL3JI, 5661005]
[paragraph, [126.0, 1620.0, 1023.0, 36.0], shoonya_1sBN9R24PNL3JI, 5661005]
[paragraph, [126.0, 1656.0, 1023.0, 36.0], shoonya_1sBN9R24PNL3JI, 5661005]
[paragraph, [126.0, 1692.0, 1023.0, 36.0], shoonya_1sBN9R24PNL3JI, 5661005]
[paragraph, [126.0, 1728.0, 1023.0, 36.0], shoonya_1sBN9R24PNL3JI, 5661005]
[paragraph, [126.0, 1764.0, 1023.0, 36.0], shoonya_1sBN9R24PNL3JI, 5661005]
[paragraph, [164.0, 1822.0, 970.0, 36.0], shoonya_4s2559F3SDZ66A, 5661005]
[folio, [635.0, 1938.0, 651.0, 36.0], shoonya_3sTS9MN26S4X3Z, 5661005]
[folio, [635.0, 1974.0, 651.0, 36.0], shoonya_3sTS9MN26S4X3Z, 5661005]
