[1447, 1063]
[folio, [421.0, 51.0, 215.0, 18.0], LviV3T-Gn6, 5762778]
[section-title, [462.0, 118.0, 142.0, 30.0], x5_Sl43-vv, 5762778]
[headline, [118.0, 167.0, 831.0, 25.5], OV2EyAZJVR, 5762778]
[headline, [118.0, 192.5, 831.0, 25.5], OV2EyAZJVR, 5762778]
[headline, [118.0, 218.0, 831.0, 25.5], OV2EyAZJVR, 5762778]
[headline, [118.0, 243.5, 831.0, 25.5], OV2EyAZJVR, 5762778]
[headline, [118.0, 269.0, 831.0, 25.5], OV2EyAZJVR, 5762778]
[headline, [118.0, 294.5, 831.0, 25.5], OV2EyAZJVR, 5762778]
[paragraph, [533.0, 347.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 365.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 383.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 401.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 419.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 437.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 455.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 473.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 491.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 509.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 527.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 545.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 563.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 581.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 599.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 617.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 635.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 653.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 671.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 689.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 707.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 725.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 743.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [533.0, 761.0, 417.0, 18.0], shoonya_4s7SLA76SAK83M, 5762778]
[paragraph, [105.0, 349.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 367.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 385.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 403.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 421.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 439.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 457.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 475.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 493.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 511.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 529.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 547.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 565.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 583.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 601.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 619.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 637.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 655.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 673.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 691.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 709.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 727.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 745.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 763.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 781.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 799.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 817.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 835.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 853.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 871.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [105.0, 889.0, 421.0, 18.0], shoonya_1sLPDX4YXL6VP6, 5762778]
[paragraph, [102.0, 942.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 960.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 978.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 996.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1014.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1032.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1050.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1068.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1086.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1104.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1122.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1140.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1158.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1176.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1194.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1212.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1230.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1248.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1266.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
[paragraph, [102.0, 1284.0, 423.0, 18.0], shoonya_2sVERIWD2DFH71, 5762778]
