[1684, 1191]
[section-title, [427.0, 96.0, 240.0, 49.5], shoonya_2sJLM9FC7957KX, 6463669]
[paragraph, [101.0, 184.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 220.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 256.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 292.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 328.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 364.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 400.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 436.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 472.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 508.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 544.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 580.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 616.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 652.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 688.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 724.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 760.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 796.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 832.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 868.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 904.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [101.0, 940.0, 894.0, 36.0], shoonya_1sH4BY4CU7H2UE, 6463669]
[paragraph, [103.0, 991.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1027.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1063.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1099.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1135.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1171.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1207.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1243.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1279.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1315.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1351.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1387.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1423.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1459.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1495.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1531.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
[paragraph, [103.0, 1567.0, 898.0, 36.0], shoonya_0sW12C7ZPOXV80, 6463669]
