[1425, 1088]
[chapter-title, [116.0, 120.0, 460.0, 30.0], shoonya_4s8P6DSEZSWHLY, 5758923]
[chapter-title, [116.0, 150.0, 460.0, 30.0], shoonya_4s8P6DSEZSWHLY, 5758923]
[paragraph, [217.0, 295.0, 623.0, 18.0], shoonya_2s95UOJAGCOCUR, 5758923]
[paragraph, [217.0, 313.0, 623.0, 18.0], shoonya_2s95UOJAGCOCUR, 5758923]
[paragraph, [217.0, 331.0, 623.0, 18.0], shoonya_2s95UOJAGCOCUR, 5758923]
[paragraph, [217.0, 349.0, 623.0, 18.0], shoonya_2s95UOJAGCOCUR, 5758923]
[paragraph, [217.0, 367.0, 623.0, 18.0], shoonya_2s95UOJAGCOCUR, 5758923]
[paragraph, [217.0, 385.0, 623.0, 18.0], shoonya_2s95UOJAGCOCUR, 5758923]
[paragraph, [217.0, 403.0, 623.0, 18.0], shoonya_2s95UOJAGCOCUR, 5758923]
[paragraph, [97.0, 499.0, 850.0, 18.0], shoonya_3s4G0PGHELOXG7, 5758923]
[paragraph, [97.0, 517.0, 850.0, 18.0], shoonya_3s4G0PGHELOXG7, 5758923]
[paragraph, [97.0, 535.0, 850.0, 18.0], shoonya_3s4G0PGHELOXG7, 5758923]
[paragraph, [91.0, 579.0, 864.0, 18.0], shoonya_5sHJ3GYU6UXLDV, 5758923]
[paragraph, [91.0, 597.0, 864.0, 18.0], shoonya_5sHJ3GYU6UXLDV, 5758923]
[paragraph, [91.0, 615.0, 864.0, 18.0], shoonya_5sHJ3GYU6UXLDV, 5758923]
[paragraph, [91.0, 633.0, 864.0, 18.0], shoonya_5sHJ3GYU6UXLDV, 5758923]
[paragraph, [100.0, 671.0, 330.0, 18.0], n5K8qC9rAW, 5758923]
[paragraph, [100.0, 689.0, 330.0, 18.0], n5K8qC9rAW, 5758923]
[paragraph, [106.0, 734.0, 850.0, 18.0], elE6uHfHHc, 5758923]
[paragraph, [106.0, 752.0, 850.0, 18.0], elE6uHfHHc, 5758923]
[paragraph, [106.0, 770.0, 850.0, 18.0], elE6uHfHHc, 5758923]
[paragraph, [106.0, 788.0, 850.0, 18.0], elE6uHfHHc, 5758923]
[paragraph, [106.0, 806.0, 850.0, 18.0], elE6uHfHHc, 5758923]
[paragraph, [106.0, 824.0, 850.0, 18.0], elE6uHfHHc, 5758923]
[paragraph, [106.0, 842.0, 850.0, 18.0], elE6uHfHHc, 5758923]
[answer, [103.0, 947.0, 813.0, 18.0], yN3TDAlaYv, 5758923]
[answer, [103.0, 965.0, 813.0, 18.0], yN3TDAlaYv, 5758923]
[paragraph, [96.0, 1003.0, 858.0, 18.0], hs9huNBzQ0, 5758923]
[paragraph, [96.0, 1021.0, 858.0, 18.0], hs9huNBzQ0, 5758923]
[paragraph, [96.0, 1039.0, 858.0, 18.0], hs9huNBzQ0, 5758923]
[paragraph, [96.0, 1057.0, 858.0, 18.0], hs9huNBzQ0, 5758923]
[paragraph, [96.0, 1075.0, 858.0, 18.0], hs9huNBzQ0, 5758923]
[paragraph, [96.0, 1093.0, 858.0, 18.0], hs9huNBzQ0, 5758923]
[paragraph, [106.0, 1120.0, 848.0, 18.0], KCC1bgsD2X, 5758923]
[paragraph, [106.0, 1138.0, 848.0, 18.0], KCC1bgsD2X, 5758923]
[paragraph, [106.0, 1156.0, 848.0, 18.0], KCC1bgsD2X, 5758923]
[paragraph, [106.0, 1174.0, 848.0, 18.0], KCC1bgsD2X, 5758923]
[paragraph, [106.0, 1192.0, 848.0, 18.0], KCC1bgsD2X, 5758923]
[paragraph, [106.0, 1242.0, 845.0, 18.0], dpLse8oqR_, 5758923]
[paragraph, [106.0, 1260.0, 845.0, 18.0], dpLse8oqR_, 5758923]
[paragraph, [106.0, 1278.0, 845.0, 18.0], dpLse8oqR_, 5758923]
[paragraph, [106.0, 1296.0, 845.0, 18.0], dpLse8oqR_, 5758923]
[folio, [794.0, 1354.0, 165.0, 18.0], shoonya_1s43WSVI72GFSK, 5758923]
[folio, [794.0, 1372.0, 165.0, 18.0], shoonya_1s43WSVI72GFSK, 5758923]
