[2337, 1642]
[headline, [737.0, 159.0, 168.0, 67.5], shoonya_0s4D2BQI3NI0LL, 5752241]
[paragraph, [143.0, 420.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 456.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 492.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 528.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 564.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 600.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 636.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 672.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 708.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 744.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 780.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 816.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 852.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 888.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 924.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 960.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 996.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1032.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1068.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1104.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1140.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1176.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1212.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1248.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1284.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1320.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1356.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1392.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1428.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1464.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1500.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1536.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1572.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1608.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1644.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1680.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1716.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1752.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1788.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1824.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1860.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1896.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[paragraph, [143.0, 1932.0, 1354.0, 36.0], yT1odY6O96, 5752241]
[website-link, [554.0, 2263.0, 529.0, 18.0], NgS06L7Mt5, 5752241]
[website-link, [554.0, 2281.0, 529.0, 18.0], NgS06L7Mt5, 5752241]
[website-link, [554.0, 2299.0, 529.0, 18.0], NgS06L7Mt5, 5752241]
