[2084, 1289]
[paragraph, [111.0, 270.0, 1074.0, 36.0], shoonya_0sSMU4NH121QK0, 5660898]
[paragraph, [111.0, 306.0, 1074.0, 36.0], shoonya_0sSMU4NH121QK0, 5660898]
[paragraph, [111.0, 342.0, 1074.0, 36.0], shoonya_0sSMU4NH121QK0, 5660898]
[paragraph, [111.0, 378.0, 1074.0, 36.0], shoonya_0sSMU4NH121QK0, 5660898]
[paragraph, [111.0, 414.0, 1074.0, 36.0], shoonya_0sSMU4NH121QK0, 5660898]
[paragraph, [111.0, 450.0, 1074.0, 36.0], shoonya_0sSMU4NH121QK0, 5660898]
[paragraph, [108.0, 490.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 526.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 562.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 598.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 634.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 670.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 706.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 742.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 778.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 814.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 850.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 886.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 922.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 958.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 994.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 1030.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 1066.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 1102.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 1138.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 1174.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 1210.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[paragraph, [108.0, 1246.0, 1054.0, 36.0], shoonya_1s6GOAZBQR7ZN2, 5660898]
[ordered-list, [104.0, 1311.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1347.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1383.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1419.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1455.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1491.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1527.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1563.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1599.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1635.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1671.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1707.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1743.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1779.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1815.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[ordered-list, [104.0, 1851.0, 1073.0, 36.0], juGXjuldh4, 5660898]
[folio, [633.0, 1937.0, 653.0, 36.0], shoonya_4sZVP59HNDGTTE, 5660898]
[folio, [633.0, 1973.0, 653.0, 36.0], shoonya_4sZVP59HNDGTTE, 5660898]
