[975, 575]
[chapter-title, [67.0, 42.0, 415.0, 30.0], shoonya_6s02MVZ9LF80I3, 5776451]
[paragraph, [16.0, 77.0, 525.0, 18.0], shoonya_3sIDAXCAQ9R3Y8, 5776451]
[paragraph, [16.0, 95.0, 525.0, 18.0], shoonya_3sIDAXCAQ9R3Y8, 5776451]
[paragraph, [16.0, 113.0, 525.0, 18.0], shoonya_3sIDAXCAQ9R3Y8, 5776451]
[paragraph, [16.0, 131.0, 525.0, 18.0], shoonya_3sIDAXCAQ9R3Y8, 5776451]
[paragraph, [16.0, 149.0, 525.0, 18.0], shoonya_3sIDAXCAQ9R3Y8, 5776451]
[paragraph, [16.0, 167.0, 525.0, 18.0], shoonya_3sIDAXCAQ9R3Y8, 5776451]
[paragraph, [16.0, 185.0, 525.0, 18.0], shoonya_3sIDAXCAQ9R3Y8, 5776451]
[paragraph, [115.0, 211.0, 302.0, 18.0], shoonya_7s8JZ78BWO2DJC, 5776451]
[paragraph, [115.0, 229.0, 302.0, 18.0], shoonya_7s8JZ78BWO2DJC, 5776451]
[paragraph, [119.0, 251.0, 360.0, 18.0], shoonya_8s8MR4QVUJG86H, 5776451]
[paragraph, [119.0, 269.0, 360.0, 18.0], shoonya_8s8MR4QVUJG86H, 5776451]
[paragraph, [25.0, 290.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [25.0, 308.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [25.0, 326.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [25.0, 344.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [25.0, 362.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [25.0, 380.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [25.0, 398.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [25.0, 416.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [25.0, 434.0, 522.0, 18.0], shoonya_1s7SC7OTLCB4N6, 5776451]
[paragraph, [33.0, 449.0, 517.0, 18.0], shoonya_2sCJZYHGN1GIDW, 5776451]
[paragraph, [33.0, 467.0, 517.0, 18.0], shoonya_2sCJZYHGN1GIDW, 5776451]
[paragraph, [33.0, 485.0, 517.0, 18.0], shoonya_2sCJZYHGN1GIDW, 5776451]
[paragraph, [33.0, 503.0, 517.0, 18.0], shoonya_2sCJZYHGN1GIDW, 5776451]
[paragraph, [33.0, 521.0, 517.0, 18.0], shoonya_2sCJZYHGN1GIDW, 5776451]
[paragraph, [33.0, 539.0, 517.0, 18.0], shoonya_2sCJZYHGN1GIDW, 5776451]
[paragraph, [33.0, 557.0, 517.0, 18.0], shoonya_2sCJZYHGN1GIDW, 5776451]
[paragraph, [36.0, 560.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 578.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 596.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 614.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 632.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 650.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 668.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 686.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 704.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 722.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 740.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 758.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 776.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 794.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 812.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 830.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [36.0, 848.0, 520.0, 18.0], shoonya_0sCRMNZXVZO75G, 5776451]
[paragraph, [51.0, 854.0, 509.0, 18.0], shoonya_4sTYAOH2V1RVJH, 5776451]
[paragraph, [51.0, 872.0, 509.0, 18.0], shoonya_4sTYAOH2V1RVJH, 5776451]
[paragraph, [51.0, 890.0, 509.0, 18.0], shoonya_4sTYAOH2V1RVJH, 5776451]
