[2339, 1654]
[folio, [1318.0, 65.0, 218.0, 36.0], shoonya_2sEMQP3EAX9X2U, 5751454]
[paragraph, [113.0, 111.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 147.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 183.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 219.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 255.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 291.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 327.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 363.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 399.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 435.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 471.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 507.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 543.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 579.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 615.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 651.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 687.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 723.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 759.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 795.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 831.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 867.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 903.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 939.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 975.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1011.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1047.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1083.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1119.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1155.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1191.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1227.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1263.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1299.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1335.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1371.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [113.0, 1407.0, 1448.0, 36.0], -j5ayOPuKI, 5751454]
[paragraph, [244.0, 1446.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[paragraph, [244.0, 1482.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[paragraph, [244.0, 1518.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[paragraph, [244.0, 1554.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[paragraph, [244.0, 1590.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[paragraph, [244.0, 1626.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[paragraph, [244.0, 1662.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[paragraph, [244.0, 1698.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[paragraph, [244.0, 1734.0, 1158.0, 36.0], nsQEPxL9Se, 5751454]
[footnote, [118.0, 1940.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
[footnote, [118.0, 1976.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
[footnote, [118.0, 2012.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
[footnote, [118.0, 2048.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
[footnote, [118.0, 2084.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
[footnote, [118.0, 2120.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
[footnote, [118.0, 2156.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
[footnote, [118.0, 2192.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
[footnote, [118.0, 2228.0, 1439.0, 36.0], shoonya_0sSNM3FL0WSIRL, 5751454]
