[1031, 622]
[section-title, [263.0, 69.0, 100.0, 30.0], shoonya_0sT0EWXGJEXPLL, 5709695]
[paragraph, [68.0, 114.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 132.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 150.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 168.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 186.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 204.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 222.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 240.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 258.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 276.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 294.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 312.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 330.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 348.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 366.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 384.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 402.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 420.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 438.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 456.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 474.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 492.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 510.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 528.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 546.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 564.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 582.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 600.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 618.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 636.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 654.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 672.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 690.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 708.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 726.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 744.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 762.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 780.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 798.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 816.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 834.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[paragraph, [68.0, 852.0, 513.0, 18.0], shoonya_1sTBO3SEYEZHBR, 5709695]
[footnote, [62.0, 882.0, 521.0, 18.0], sHmsiqcoL_, 5709695]
[footnote, [62.0, 900.0, 521.0, 18.0], sHmsiqcoL_, 5709695]
[footnote, [62.0, 918.0, 521.0, 18.0], sHmsiqcoL_, 5709695]
[footnote, [62.0, 936.0, 521.0, 18.0], sHmsiqcoL_, 5709695]
