[1571, 1128]
[headline, [97.0, 162.0, 434.0, 37.5], shoonya_8sPJR4KKA16KI9, 6472658]
[headline, [97.0, 199.5, 434.0, 37.5], shoonya_8sPJR4KKA16KI9, 6472658]
[headline, [97.0, 237.0, 434.0, 37.5], shoonya_8sPJR4KKA16KI9, 6472658]
[sidebar, [555.0, 173.0, 439.0, 36.0], 9_WouK6tdB, 6472658]
[sidebar, [555.0, 209.0, 439.0, 36.0], 9_WouK6tdB, 6472658]
[sidebar, [555.0, 245.0, 439.0, 36.0], 9_WouK6tdB, 6472658]
[sidebar, [555.0, 281.0, 439.0, 36.0], 9_WouK6tdB, 6472658]
[sidebar, [555.0, 317.0, 439.0, 36.0], 9_WouK6tdB, 6472658]
[sidebar, [555.0, 353.0, 439.0, 36.0], 9_WouK6tdB, 6472658]
[sidebar, [555.0, 389.0, 439.0, 36.0], 9_WouK6tdB, 6472658]
[author, [101.0, 345.0, 149.0, 36.0], shoonya_7sGLOF90YSYUO1, 6472658]
[paragraph, [130.0, 394.0, 347.0, 36.0], shoonya_1s3K1Z29C4W7RH, 6472658]
[paragraph, [130.0, 430.0, 347.0, 36.0], shoonya_1s3K1Z29C4W7RH, 6472658]
[paragraph, [130.0, 466.0, 347.0, 36.0], shoonya_1s3K1Z29C4W7RH, 6472658]
[paragraph, [130.0, 502.0, 347.0, 36.0], shoonya_1s3K1Z29C4W7RH, 6472658]
[paragraph, [557.0, 494.0, 442.0, 36.0], shoonya_4sXSKLI493YAZR, 6472658]
[paragraph, [557.0, 530.0, 442.0, 36.0], shoonya_4sXSKLI493YAZR, 6472658]
[paragraph, [557.0, 566.0, 442.0, 36.0], shoonya_4sXSKLI493YAZR, 6472658]
[paragraph, [557.0, 602.0, 442.0, 36.0], shoonya_4sXSKLI493YAZR, 6472658]
[paragraph, [98.0, 549.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 585.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 621.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 657.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 693.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 729.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 765.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 801.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 837.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [98.0, 873.0, 444.0, 36.0], P9jMY9h3sd, 6472658]
[paragraph, [559.0, 645.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 681.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 717.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 753.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 789.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 825.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 861.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 897.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 933.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 969.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [559.0, 1005.0, 439.0, 36.0], shoonya_3sMI1ZTLRUFRAI, 6472658]
[paragraph, [98.0, 922.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 958.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 994.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 1030.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 1066.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 1102.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 1138.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 1174.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 1210.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [98.0, 1246.0, 443.0, 36.0], shoonya_0sEE9OL8TAW2R3, 6472658]
[paragraph, [557.0, 1071.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [557.0, 1107.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [557.0, 1143.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [557.0, 1179.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [557.0, 1215.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [557.0, 1251.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [557.0, 1287.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [557.0, 1323.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [557.0, 1359.0, 441.0, 36.0], shoonya_2sXL0Y7B8R1IUY, 6472658]
[paragraph, [99.0, 1298.0, 441.0, 36.0], shoonya_5sUAN4XJ4W9WBG, 6472658]
[paragraph, [99.0, 1334.0, 441.0, 36.0], shoonya_5sUAN4XJ4W9WBG, 6472658]
[paragraph, [99.0, 1370.0, 441.0, 36.0], shoonya_5sUAN4XJ4W9WBG, 6472658]
[paragraph, [99.0, 1406.0, 441.0, 36.0], shoonya_5sUAN4XJ4W9WBG, 6472658]
