[1372, 849]
[section-title, [351.0, 68.0, 144.0, 30.0], shoonya_0sES4EOPWDJB2N, 5709766]
[paragraph, [68.0, 130.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 148.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 166.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 184.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 202.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 220.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 238.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 256.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 274.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 292.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 310.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 328.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 346.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 364.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 382.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 400.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 418.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 436.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 454.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 472.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [68.0, 490.0, 703.0, 18.0], shoonya_1sR5OR9COKHCTL, 5709766]
[paragraph, [57.0, 513.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 531.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 549.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 567.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 585.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 603.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 621.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 639.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 657.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 675.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 693.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 711.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [57.0, 729.0, 718.0, 18.0], HtPlfzv_3o, 5709766]
[paragraph, [63.0, 763.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 781.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 799.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 817.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 835.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 853.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 871.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 889.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 907.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 925.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 943.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 961.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 979.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 997.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1015.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1033.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1051.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1069.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
[paragraph, [63.0, 1087.0, 705.0, 18.0], shoonya_3sEHDLLUWBPU4G, 5709766]
