[792, 612]
[folio, [204.0, 23.0, 241.0, 18.0], TTFY98g2zz, 5743568]
[reference, [108.0, 60.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 78.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 96.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 114.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 132.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 150.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 168.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 186.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 204.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 222.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 240.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 258.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 276.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 294.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 312.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 330.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 348.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 366.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 384.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 402.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 420.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 438.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 456.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 474.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 492.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 510.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 528.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 546.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 564.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 582.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 600.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 618.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 636.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 654.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 672.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
[reference, [108.0, 690.0, 429.0, 18.0], shoonya_0s3K446SN88OME, 5743568]
